MySQL [soybase]> select QTLName,db_accn FROM qtl_xref_table WHERE db_id='TO';
+--------------------------------------+-------------+
| QTLName                              | db_accn     |
| Seed sucrose 2-3                     | TO:0000328  |
| Pod number 2-3                       | TO:0000371  |
| Plant height 25-3                    | TO:0000207  |
| Pod maturity 21-3                    | TO:0000469  |
| Seed oligosaccharide 1-4             | TO:0006003  |
| First flower 13-9                    | TO:0000344  |
| Seed weight per plant 1-3            | TO:0000449  |
| Node number 3-5                      | TO:0000634  |
| Seed oil 28-4                        | TO:0000604  |
| Node number 3-2                      | TO:0000634  |
| Seed protein 27-3                    | TO:0000598  |
| Leaflet length 10-4                  | TO:0000135  |
| Leaflet length 10-6                  | TO:0000135  |
| Pod number 2-4                       | TO:0000371  |
| Branching 1-2                        | TO:0002639  |
| Leaflet width 10-2                   | TO:000370   |
| Pod maturity 19-4                    | TO:0002633  |
| Seed protein 27-2                    | TO:0000598  |
| Seed yield 23-14                     | TO:0000396  |
| SDS 9-2                              | TO:0000439  |
| First flower 13-3                    | TO:0000344  |
| Leaflet length 10-5                  | TO:0000135  |
| Branching 1-4                        | TO:0002639  |
| First flower 13-1                    | TO:0000344  |
| Seed oil plus protein 1-5            | TO:0000604  |
| Seed oil plus protein 1-5            | TO:0000598  |
| Seed oil plus protein 1-4            | TO:0000604  |
| Seed oil plus protein 1-4            | TO:0000598  |
| SDS 9-3                              | TO:0000439  |
| Seed weight 25-8                     | TO:0000181  |
| Pod maturity 19-2                    | TO:0002633  |
| Lodging 21-5                         | TO:0000068  |
| Plant height 25-2                    | TO:0000207  |
| Seed oligosaccharide 1-6             | TO:0006003  |
| Pod number 2-2                       | TO:0000371  |
| Flood tolerance 3-2                  | TO:0000114  |
| Leaflet length 10-3                  | TO:0000135  |
| Seed sucrose 2-6                     | TO:0000328  |
| First flower 13-8                    | TO:0000344  |
| Seed sucrose 2-4                     | TO:0000328  |
| Lodging 21-4                         | TO:0000068  |
| Seed oil 28-1                        | TO:0000604  |
| Seed sucrose 2-10                    | TO:0000328  |
| Seed hardness 1-1                    | TO:0020016  |
| Seed oil 28-3                        | TO:0000604  |
| Seed weight 25-1                     | TO:0000181  |
| Leaflet length 10-1                  | TO:0000135  |
| Seed cadmium 1-1                     | TO:0006059  |
| Seed yield 17-1                      | TO:0000396  |
| Seed yield 17-2                      | TO:0000396  |
| Seed yield 17-3                      | TO:0000396  |
| Seed yield 17-4                      | TO:0000396  |
| Pod maturity 15-3                    | TO:0002633  |
| Pod maturity 15-4                    | TO:0002633  |
| Pod maturity 22-1                    | TO:0002633  |
| Pod maturity 22-2                    | TO:0002633  |
| Pod maturity 22-3                    | TO:0002633  |
| Pod maturity 22-4                    | TO:0002633  |
| Pod maturity 22-5                    | TO:0002633  |
| Pod maturity 22-6                    | TO:0002633  |
| Pod maturity 22-7                    | TO:0002633  |
| Pod maturity 22-8                    | TO:0002633  |
| Pod maturity 22-9                    | TO:0002633  |
| Pod maturity 22-10                   | TO:0002633  |
| Pod maturity 37-1                    | TO:0002633  |
| Pod maturity 37-2                    | TO:0002633  |
| Pod maturity 37-3                    | TO:0002633  |
| Pod maturity 37-4                    | TO:0002633  |
+--------------------------------------+-------------+
1911 rows in set (0.29 sec)

MySQL [soybase]> \q
