#Genetic Marker	Linkage Group	Position
A516_2	GmRFLP-Chiba2_D1b+W	120.30
A593_2	GmRFLP-Chiba2_D1b+W	120.30
A234_2	GmRFLP-Chiba2_D1b+W	122.70
GM053c	GmRFLP-Chiba2_D1b+W	126.00
GMS087	GmRFLP-Chiba2_D1b+W	133.60
Ngm 16	GmRFLP-Chiba2_D1b+W	144.90
K411_1	GmRFLP-Chiba2_D1b+W	147.90
B142_3	GmRFLP-Chiba2_D1b+W	148.40
cyc4Gm	GmRFLP-Chiba2_D1b+W	149.30
K019_3	GmRFLP-Chiba2_D1b+W	16.40
A135_2	GmRFLP-Chiba2_D1b+W	164.40
Satt216	GmRFLP-Chiba2_D1b+W	19.40
GM144a	GmRFLP-Chiba2_D1b+W	37.10
GMS091	GmRFLP-Chiba2_D1b+W	47.50
A725_1	GmRFLP-Chiba2_D1b+W	7.60
A747_1	GmRFLP-Chiba2_D1b+W	95.30
GM060	GmRFLP-Chiba2_D2	0.90
GM209a	GmRFLP-Chiba2_D2	1.40
A808_5	GmRFLP-Chiba2_D2	100.10
GM128	GmRFLP-Chiba2_D2	100.10
GMS045	GmRFLP-Chiba2_D2	102.20
GM020	GmRFLP-Chiba2_D2	140.80
GM064	GmRFLP-Chiba2_D2	157.70
A230_2	GmRFLP-Chiba2_D2	159.30
GM190	GmRFLP-Chiba2_D2	19.90
GM183	GmRFLP-Chiba2_D2	20.20
A124_1	GmRFLP-Chiba2_D2	26.20
A083_1	GmRFLP-Chiba2_D2	78.40
GM061	GmRFLP-Chiba2_D2	81.30
K258_2	GmRFLP-Chiba2_D2	93.60
GM040	GmRFLP-Chiba2_D2	95.70
K286_1	GmRFLP-Chiba2_D2	98.80
A517_1	GmRFLP-Chiba2_E	10.00
A136_2	GmRFLP-Chiba2_E	107.80
GMS015a	GmRFLP-Chiba2_E	113.20
A711_1	GmRFLP-Chiba2_E	114.80
GM116	GmRFLP-Chiba2_E	117.10
A374_1	GmRFLP-Chiba2_E	27.30
A203_1	GmRFLP-Chiba2_E	30.70
A078_2	GmRFLP-Chiba2_E	31.90
A069_2	GmRFLP-Chiba2_E	31.90
A963_1	GmRFLP-Chiba2_E	41.40
A975_4	GmRFLP-Chiba2_E	41.40
GM131	GmRFLP-Chiba2_E	43.50
A086_1	GmRFLP-Chiba2_E	59.80
A646_1	GmRFLP-Chiba2_E	67.20
A454_1	GmRFLP-Chiba2_E	67.20
GM252	GmRFLP-Chiba2_E	78.60
GM277	GmRFLP-Chiba2_E	78.70
B212_2	GmRFLP-Chiba2_E	80.70
K274_1	GmRFLP-Chiba2_E	82.40
GM136	GmRFLP-Chiba2_E	82.40
GM016b	GmRFLP-Chiba2_E	83.70
A401_3	GmRFLP-Chiba2_E	85.00
A597_1	GmRFLP-Chiba2_E	90.10
GMS008	GmRFLP-Chiba2_E	94.30
138GA45	GmRFLP-Chiba2_F	0.00
GMS201	GmRFLP-Chiba2_F	139.00
GMS007	GmRFLP-Chiba2_F	140.90
GM072	GmRFLP-Chiba2_F	144.90
GM187	GmRFLP-Chiba2_F	147.00
B069_2	GmRFLP-Chiba2_F	149.20
Ngm 26b	GmRFLP-Chiba2_F	154.00
Ngm 22	GmRFLP-Chiba2_F	154.00
Ngm 23b	GmRFLP-Chiba2_F	176.20
Ngm 44b	GmRFLP-Chiba2_F	176.20
GM159	GmRFLP-Chiba2_F	177.30
SYCOX	GmRFLP-Chiba2_F	195.40
GMS101	GmRFLP-Chiba2_F	25.80
GM121	GmRFLP-Chiba2_F	27.60
GM009	GmRFLP-Chiba2_F	27.60
GM022	GmRFLP-Chiba2_F	27.60
Wheat5s rDNA	GmRFLP-Chiba2_F	28.00
GM162	GmRFLP-Chiba2_F	32.80
W1	GmRFLP-Chiba2_F	39.70
GM196	GmRFLP-Chiba2_F	41.30
B146_2	GmRFLP-Chiba2_F	41.30
GM087b	GmRFLP-Chiba2_F	41.30
A533_3	GmRFLP-Chiba2_F	41.30
cyc3Gm	GmRFLP-Chiba2_F	41.30
B208_2	GmRFLP-Chiba2_F	41.30
K002_1	GmRFLP-Chiba2_F	41.30
A124_3	GmRFLP-Chiba2_F	41.30
GM214a	GmRFLP-Chiba2_F	41.90
GM249	GmRFLP-Chiba2_F	56.50
GM233	GmRFLP-Chiba2_F	57.70
A757_1	GmRFLP-Chiba2_F	59.60
A186_1	GmRFLP-Chiba2_F	59.60
Ubiquitin	GmRFLP-Chiba2_F	62.40
K644_3	GmRFLP-Chiba2_F	64.20
Sat_120	GmRFLP-Chiba2_F	75.20
B053_1	GmRFLP-Chiba2_G	1.60
138CT44	GmRFLP-Chiba2_G	131.20
A378_1	GmRFLP-Chiba2_G	149.90
A586_2	GmRFLP-Chiba2_G	154.10
GM217	GmRFLP-Chiba2_G	155.90
A681_1	GmRFLP-Chiba2_G	157.70
GM053b	GmRFLP-Chiba2_G	19.00
K069_1	GmRFLP-Chiba2_G	28.80
GM030	GmRFLP-Chiba2_G	37.20
GM227	GmRFLP-Chiba2_G	44.10
A112_1	GmRFLP-Chiba2_G	45.40
B132_2	GmRFLP-Chiba2_G	46.30
GM016a	GmRFLP-Chiba2_G	47.40
5-1_SSR	GmRFLP-Chiba2_G	53.50
OPD10	GmRFLP-Chiba2_G	55.60
A329_5	GmRFLP-Chiba2_G	55.70
GM216	GmRFLP-Chiba2_G	61.30
A148_1	GmRFLP-Chiba2_G	64.00
B151_1	GmRFLP-Chiba2_G	64.50
GMS082	GmRFLP-Chiba2_G	64.50
GM111a	GmRFLP-Chiba2_G	65.00
138GA25	GmRFLP-Chiba2_G	67.20
AG43	GmRFLP-Chiba2_G	69.70
GMS003a	GmRFLP-Chiba2_G	70.80
GmN479	GmRFLP-Chiba2_G	71.80
A458_2	GmRFLP-Chiba2_G	72.10
A638_2	GmRFLP-Chiba2_G	72.10
A073_1	GmRFLP-Chiba2_G	74.20
A404_3	GmRFLP-Chiba2_G	76.30
A816_1	GmRFLP-Chiba2_G	76.60
A890_1	GmRFLP-Chiba2_G	77.70
B216_1	GmRFLP-Chiba2_G	79.80
GM001a	GmRFLP-Chiba2_G	91.40
A885_1	GmRFLP-Chiba2_G	94.60
GM241	GmRFLP-Chiba2_G	96.10
K493_1	GmRFLP-Chiba2_G	97.00
A668_2	GmRFLP-Chiba2_H	0.00
AG26	GmRFLP-Chiba2_H	104.70
GmPep7	GmRFLP-Chiba2_H	107.10
B031_3	GmRFLP-Chiba2_H	12.10
A381_1	GmRFLP-Chiba2_H	12.10
GM036	GmRFLP-Chiba2_H	13.30
GM002	GmRFLP-Chiba2_H	17.00
A132_1	GmRFLP-Chiba2_H	17.00
GM221a	GmRFLP-Chiba2_H	17.30
A262_5	GmRFLP-Chiba2_H	25.00
A089_1	GmRFLP-Chiba2_H	28.20
A036_1	GmRFLP-Chiba2_H	32.00
A632_2	GmRFLP-Chiba2_H	5.20
GM024b	GmRFLP-Chiba2_H	52.00
GM224b	GmRFLP-Chiba2_H	52.00
A703_1	GmRFLP-Chiba2_H	52.00
A131_2	GmRFLP-Chiba2_H	55.50
GM050	GmRFLP-Chiba2_H	59.60
GMS039	GmRFLP-Chiba2_H	60.80
A685_2	GmRFLP-Chiba2_H	66.30
B069_1	GmRFLP-Chiba2_H	67.50
GM095	GmRFLP-Chiba2_H	75.10
GMS128	GmRFLP-Chiba2_H	84.00
A858_1	GmRFLP-Chiba2_H	92.90
K014_1	GmRFLP-Chiba2_H	98.30
B148_2	GmRFLP-Chiba2_H	99.40
138CT41	GmRFLP-Chiba2_I	0.00
Ngm 44a	GmRFLP-Chiba2_I	10.50
Ngm 23a	GmRFLP-Chiba2_I	10.50
GMS114	GmRFLP-Chiba2_I	107.90
A878_2	GmRFLP-Chiba2_I	109.70
GMS159	GmRFLP-Chiba2_I	110.00
GM164	GmRFLP-Chiba2_I	113.50
GM042	GmRFLP-Chiba2_I	113.50
GM222b	GmRFLP-Chiba2_I	15.20
GM106b	GmRFLP-Chiba2_I	24.60
GM126	GmRFLP-Chiba2_I	25.40
Satt354	GmRFLP-Chiba2_I	27.50
GM225	GmRFLP-Chiba2_I	45.10
GM275	GmRFLP-Chiba2_I	46.50
GM282	GmRFLP-Chiba2_I	46.50
GM147	GmRFLP-Chiba2_I	49.00
7Sa	GmRFLP-Chiba2_I	55.10
A102_1	GmRFLP-Chiba2_I	65.30
Satt330	GmRFLP-Chiba2_I	71.10
B046_2	GmRFLP-Chiba2_J	0.00
510CT28	GmRFLP-Chiba2_J	102.40
AG45	GmRFLP-Chiba2_J	13.50
GM262	GmRFLP-Chiba2_J	23.20
K493_2	GmRFLP-Chiba2_J	30.70
K384_1	GmRFLP-Chiba2_J	33.40
A459_3	GmRFLP-Chiba2_J	33.40
B166_1	GmRFLP-Chiba2_J	33.80
K102_3	GmRFLP-Chiba2_J	38.60
GM087a	GmRFLP-Chiba2_J	39.90
A427_4	GmRFLP-Chiba2_J	43.70
GM085a	GmRFLP-Chiba2_J	45.60
GM168	GmRFLP-Chiba2_J	47.40
A538_4	GmRFLP-Chiba2_J	48.00
8-9_SSR	GmRFLP-Chiba2_J	49.50
B122_1	GmRFLP-Chiba2_J	55.20
A523_2	GmRFLP-Chiba2_J	59.40
GM144b	GmRFLP-Chiba2_J	60.70
A538_5	GmRFLP-Chiba2_J	64.60
K375_1	GmRFLP-Chiba2_J	69.80
GM035b	GmRFLP-Chiba2_K	0.00
GM178	GmRFLP-Chiba2_K	100.50
K003_1	GmRFLP-Chiba2_K	118.70
A141_3	GmRFLP-Chiba2_K	123.00
A668_1	GmRFLP-Chiba2_K	126.10
GMS072	GmRFLP-Chiba2_K	131.30
A235_3	GmRFLP-Chiba2_K	136.50
GM096	GmRFLP-Chiba2_K	137.00
GM099	GmRFLP-Chiba2_K	137.00
4-8_SSR	GmRFLP-Chiba2_K	138.90
K390_2	GmRFLP-Chiba2_K	143.80
K387_1	GmRFLP-Chiba2_K	144.50
GM001b	GmRFLP-Chiba2_K	149.90
E014_2	GmRFLP-Chiba2_K	151.80
138CT24	GmRFLP-Chiba2_K	181.60
A065_3	GmRFLP-Chiba2_K	61.30
A656_2	GmRFLP-Chiba2_K	65.30
SYPRI	GmRFLP-Chiba2_K	70.10
GMS179	GmRFLP-Chiba2_K	74.30
GM055b	GmRFLP-Chiba2_K	76.70
A233_2	GmRFLP-Chiba2_K	87.00
GM195	GmRFLP-Chiba2_K	87.00
GM211	GmRFLP-Chiba2_K	88.00
A257_2	GmRFLP-Chiba2_L	0.00
Dt1	GmRFLP-Chiba2_L	108.40
A461_1	GmRFLP-Chiba2_L	115.70
A489_1	GmRFLP-Chiba2_L	125.10
GM043	GmRFLP-Chiba2_L	127.60
K494_3	GmRFLP-Chiba2_L	130.10
GM091	GmRFLP-Chiba2_L	130.90
GM120a	GmRFLP-Chiba2_L	131.80
GM270b	GmRFLP-Chiba2_L	131.80
K385_1	GmRFLP-Chiba2_L	134.30
GM019	GmRFLP-Chiba2_L	147.30
GM154	GmRFLP-Chiba2_L	152.60
GMS073	GmRFLP-Chiba2_L	16.70
A169_1	GmRFLP-Chiba2_L	2.40
GMS018	GmRFLP-Chiba2_L	20.70
GM264	GmRFLP-Chiba2_L	23.00
GM251	GmRFLP-Chiba2_L	24.50
A264_1	GmRFLP-Chiba2_L	26.10
LbA	GmRFLP-Chiba2_L	26.50
GM017	GmRFLP-Chiba2_L	26.80
A106_1	GmRFLP-Chiba2_L	26.80
B124_2	GmRFLP-Chiba2_L	26.80
B164_1	GmRFLP-Chiba2_L	28.40
GM226	GmRFLP-Chiba2_L	28.90
A023_1	GmRFLP-Chiba2_L	28.90
A510_2	GmRFLP-Chiba2_L	29.30
A204_2	GmRFLP-Chiba2_L	30.20
GM165	GmRFLP-Chiba2_L	33.50
GM268	GmRFLP-Chiba2_L	35.40
GM172	GmRFLP-Chiba2_L	35.70
E014_1	GmRFLP-Chiba2_L	36.20
B046_1	GmRFLP-Chiba2_L	38.80
cyc5Gm	GmRFLP-Chiba2_L	44.90
GM041	GmRFLP-Chiba2_L	45.90
GM288	GmRFLP-Chiba2_L	50.20
GM267	GmRFLP-Chiba2_L	55.50
GMS186	GmRFLP-Chiba2_L	73.10
AG51	GmRFLP-Chiba2_L	88.40
Satt435	GmRFLP-Chiba2_M.1	0.00
GM141	GmRFLP-Chiba2_M.1	106.90
GM209b	GmRFLP-Chiba2_M.1	108.00
GM035a	GmRFLP-Chiba2_M.1	108.50
A504_1	GmRFLP-Chiba2_M.1	109.80
A946_2	GmRFLP-Chiba2_M.1	14.90
GM256	GmRFLP-Chiba2_M.1	18.20
GM284	GmRFLP-Chiba2_M.1	18.20
GMS057	GmRFLP-Chiba2_M.1	20.60
GMS003b	GmRFLP-Chiba2_M.1	30.40
A715_1	GmRFLP-Chiba2_M.1	37.90
GM230	GmRFLP-Chiba2_M.1	40.30
A458_4	GmRFLP-Chiba2_M.1	45.40
GM163	GmRFLP-Chiba2_M.1	51.80
GM260	GmRFLP-Chiba2_M.1	6.60
GM175	GmRFLP-Chiba2_M.2	8.10
GM177	GmRFLP-Chiba2_M.2	8.10
A071_12	GmRFLP-Chiba2_N	0.00
6-31_SSR	GmRFLP-Chiba2_N	111.90
K494_1	GmRFLP-Chiba2_N	126.50
GM207	GmRFLP-Chiba2_N	126.80
GM134	GmRFLP-Chiba2_N	127.10
GM135	GmRFLP-Chiba2_N	127.10
GM270a	GmRFLP-Chiba2_N	128.10
GM120b	GmRFLP-Chiba2_N	128.10
A077_3	GmRFLP-Chiba2_N	31.10
A006_2	GmRFLP-Chiba2_N	31.10
GM073	GmRFLP-Chiba2_N	39.10
GM018	GmRFLP-Chiba2_N	72.60
Gly-1	GmRFLP-Chiba2_N	83.00
GMS054	GmRFLP-Chiba2_N	90.30
GM004	GmRFLP-Chiba2_O	0.00
138CT39	GmRFLP-Chiba2_O	114.70
Satt331	GmRFLP-Chiba2_O	129.60
138GA26	GmRFLP-Chiba2_O	142.30
GM115	GmRFLP-Chiba2_O	143.90
138CT57	GmRFLP-Chiba2_O	150.70
138CT47	GmRFLP-Chiba2_O	154.90
138CT21	GmRFLP-Chiba2_O	157.80
GM097	GmRFLP-Chiba2_O	159.50
138CT58	GmRFLP-Chiba2_O	162.60
138CT46	GmRFLP-Chiba2_O	171.30
Gly-3	GmRFLP-Chiba2_O	30.70
GM014	GmRFLP-Chiba2_O	41.00
GM214b	GmRFLP-Chiba2_O	46.90
GM053d	GmRFLP-Chiba2_O	53.50
GM028	GmRFLP-Chiba2_O	54.00
138CT63	GmRFLP-Chiba2_O	55.50
138CT04	GmRFLP-Chiba2_O	59.60
GM106a	GmRFLP-Chiba2_O	83.20
A469_3	GmRFLP-Chiba_A1	0.00
A487_1	GmRFLP-Chiba_A1	38.20
B030_2	GmRFLP-Chiba_A1	62.10
GM117	GmRFLP-Chiba_A1	76.90
A170_2	GmRFLP-Chiba_A2	0.00
A176_1	GmRFLP-Chiba_A2	0.00
GM122	GmRFLP-Chiba_A2	100.30
GM130	GmRFLP-Chiba_A2	100.30
A117_1	GmRFLP-Chiba_A2	103.50
A096_2	GmRFLP-Chiba_A2	105.50
GM210	GmRFLP-Chiba_A2	112.70
K472_3	GmRFLP-Chiba_A2	115.00
GM012	GmRFLP-Chiba_A2	117.70
GM026	GmRFLP-Chiba_A2	117.70
A505_1	GmRFLP-Chiba_A2	133.50
A085_1	GmRFLP-Chiba_A2	21.80
Lectin	GmRFLP-Chiba_A2	46.50
A486_1	GmRFLP-Chiba_A2	49.70
A104_2	GmRFLP-Chiba_A2	6.50
A111_1	GmRFLP-Chiba_A2	62.40
A111_2	GmRFLP-Chiba_A2	62.40
GM111b	GmRFLP-Chiba_A2	95.50
B219_1	GmRFLP-Chiba_B1	0.00
GM003	GmRFLP-Chiba_B1	110.40
A588_1	GmRFLP-Chiba_B1	12.70
Ngm 70	GmRFLP-Chiba_B1	121.20
A567_1	GmRFLP-Chiba_B1	134.90
A333_1	GmRFLP-Chiba_B1	3.40
GM119	GmRFLP-Chiba_B1	41.30
A520_1	GmRFLP-Chiba_B1	64.20
GM021	GmRFLP-Chiba_B1	79.40
GM055a	GmRFLP-Chiba_B1	85.90
GM053a	GmRFLP-Chiba_B1	94.60
GM125	GmRFLP-Chiba_B2	0.00
A685_1	GmRFLP-Chiba_B2	0.30
A343_1	GmRFLP-Chiba_B2	10.40
A352_1	GmRFLP-Chiba_B2	19.60
GM010	GmRFLP-Chiba_B2	20.10
A584_2	GmRFLP-Chiba_B2	54.50
A858_3	GmRFLP-Chiba_B2	55.80
B072_2	GmRFLP-Chiba_B2	57.40
B162_3	GmRFLP-Chiba_B2	57.40
A636_2	GmRFLP-Chiba_B2	57.70
B124_1	GmRFLP-Chiba_B2	66.00
GM150	GmRFLP-Chiba_B2	74.30
A519_1	GmRFLP-Chiba_B2	85.60
B221_1	GmRFLP-Chiba_B2	99.20
A121_1	GmRFLP-Chiba_C2.1	0.00
A122_1	GmRFLP-Chiba_C2.1	21.40
A059_2	GmRFLP-Chiba_C2.1	24.90
cyc2Gm	GmRFLP-Chiba_C2.1	39.50
GM031	GmRFLP-Chiba_C2.1	7.60
K262_1	GmRFLP-Chiba_C2.2	0.00
A063_2	GmRFLP-Chiba_C2.2	12.50
A635_1	GmRFLP-Chiba_C2.2	16.80
T	GmRFLP-Chiba_C2.2	24.00
Ngm 93	GmRFLP-Chiba_C2.2	27.00
GM133	GmRFLP-Chiba_C2.2	27.00
GM169	GmRFLP-Chiba_C2.2	27.00
A538_1	GmRFLP-Chiba_C2.2	38.10
GM065	GmRFLP-Chiba_C2.2	41.00
GM156	GmRFLP-Chiba_C2.2	41.00
GM118	GmRFLP-Chiba_C2.2	53.30
GM100	GmRFLP-Chiba_C2.2	55.00
A676_1	GmRFLP-Chiba_C2.2	67.10
Gly-1	GmRFLP-Chiba_Cba10	0.00
GM018	GmRFLP-Chiba_Cba10	10.20
GM073	GmRFLP-Chiba_Cba10	43.70
A006_2	GmRFLP-Chiba_Cba10	51.70
A077_3	GmRFLP-Chiba_Cba10	51.70
A071_12	GmRFLP-Chiba_Cba10	82.70
A747_3	GmRFLP-Chiba_Cba11	0.00
A593_3	GmRFLP-Chiba_Cba11	22.60
A516_4	GmRFLP-Chiba_Cba11	22.60
A234_2	GmRFLP-Chiba_Cba11	25.00
Ngm 16	GmRFLP-Chiba_Cba11	40.50
B142_3	GmRFLP-Chiba_Cba11	43.70
A808_4	GmRFLP-Chiba_Cba11	5.20
A135_4	GmRFLP-Chiba_Cba11	60.20
Ngm 315	GmRFLP-Chiba_Cba11	9.00
A106_2	GmRFLP-Chiba_Cba12	0.00
A398_3	GmRFLP-Chiba_Cba12	100.30
GM049	GmRFLP-Chiba_Cba12	2.70
A280_2	GmRFLP-Chiba_Cba12	28.40
A315_3	GmRFLP-Chiba_Cba12	28.40
B214_5	GmRFLP-Chiba_Cba12	39.10
A691_3	GmRFLP-Chiba_Cba12	39.70
Ngm ENOD40	GmRFLP-Chiba_Cba12	69.70
GM085b	GmRFLP-Chiba_Cba12	9.10
GM144	GmRFLP-Chiba_Cba14	0.00
K019_2	GmRFLP-Chiba_Cba14	20.30
A725_6	GmRFLP-Chiba_Cba14	28.70
A481_5	GmRFLP-Chiba_Cba14	36.20
GM028	GmRFLP-Chiba_Cba15	0.00
Gly-3	GmRFLP-Chiba_Cba15	22.60
GM004	GmRFLP-Chiba_Cba15	57.20
GM019	GmRFLP-Chiba_Cba16	0.00
GM120a	GmRFLP-Chiba_Cba16	14.50
GM091	GmRFLP-Chiba_Cba16	15.50
GM043	GmRFLP-Chiba_Cba16	17.60
A489_2	GmRFLP-Chiba_Cba16	20.00
GM035a	GmRFLP-Chiba_Cba17	0.00
A504_3	GmRFLP-Chiba_Cba17	27.10
GM141	GmRFLP-Chiba_Cba17	30.60
A510_7	GmRFLP-Chiba_Cba18	0.00
A655_3	GmRFLP-Chiba_Cba18	0.50
GM048	GmRFLP-Chiba_Cba18	10.40
GM005	GmRFLP-Chiba_Cba18	7.90
GM063	GmRFLP-Chiba_Cba18	7.90
GM158	GmRFLP-Chiba_Cba18	7.90
A124_2	GmRFLP-Chiba_Cba19	0.00
GM060	GmRFLP-Chiba_Cba19	24.80
GM183	GmRFLP-Chiba_Cba19	6.30
GM190	GmRFLP-Chiba_Cba19	6.60
GM102	GmRFLP-Chiba_Cba20	0.00
GM192	GmRFLP-Chiba_Cba20	0.50
A463_3	GmRFLP-Chiba_Cba20	14.00
A130_2	GmRFLP-Chiba_Cba20	14.50
cyc1GM	GmRFLP-Chiba_Cba20	19.30
A083_4	GmRFLP-Chiba_Cba21	0.00
K258_3	GmRFLP-Chiba_Cba21	14.00
GM040	GmRFLP-Chiba_Cba21	16.10
A808_5	GmRFLP-Chiba_Cba21	18.30
GM128	GmRFLP-Chiba_Cba21	18.30
GM064	GmRFLP-Chiba_Cba22	0.00
A230_2	GmRFLP-Chiba_Cba22	1.70
Ngm 44a	GmRFLP-Chiba_Cba23	0.00
Ngm 23a	GmRFLP-Chiba_Cba23	0.00
GM106	GmRFLP-Chiba_Cba23	13.90
GM126	GmRFLP-Chiba_Cba23	14.70
GM147	GmRFLP-Chiba_Cba23	38.60
GM222b	GmRFLP-Chiba_Cba23	5.30
A878_3	GmRFLP-Chiba_Cba24	0.00
GM164	GmRFLP-Chiba_Cba24	3.20
GM042	GmRFLP-Chiba_Cba24	3.20
GM097	GmRFLP-Chiba_Cba25	0.00
GM115	GmRFLP-Chiba_Cba25	10.00
GM120b	GmRFLP-Chiba_Cba26	0.00
GM134	GmRFLP-Chiba_Cba26	1.10
GM135	GmRFLP-Chiba_Cba26	1.10
GM163	GmRFLP-Chiba_Cba27	0.00
A715_2	GmRFLP-Chiba_Cba27	12.60
A946_3	GmRFLP-Chiba_Cba27	32.00
A458_4	GmRFLP-Chiba_Cba27	6.10
GM175	GmRFLP-Chiba_Cba28	0.00
GM177	GmRFLP-Chiba_Cba28	0.00
GM072	GmRFLP-Chiba_Cba29	0.00
GM1887	GmRFLP-Chiba_Cba29	2.10
Ngm 44b	GmRFLP-Chiba_Cba29	31.30
Ngm 23b	GmRFLP-Chiba_Cba29	31.30
GM159	GmRFLP-Chiba_Cba29	32.50
B069_2	GmRFLP-Chiba_Cba29	4.30
Ngm 22	GmRFLP-Chiba_Cba29	9.10
A517_1	GmRFLP-Chiba_E	0.00
A711_1	GmRFLP-Chiba_E	104.90
GM116	GmRFLP-Chiba_E	107.00
A374_1	GmRFLP-Chiba_E	19.90
A203_1	GmRFLP-Chiba_E	23.30
A078_2	GmRFLP-Chiba_E	24.50
A069_2	GmRFLP-Chiba_E	24.50
A963_1	GmRFLP-Chiba_E	34.00
A975_4	GmRFLP-Chiba_E	34.00
GM131	GmRFLP-Chiba_E	36.10
A086_1	GmRFLP-Chiba_E	52.40
A454_1	GmRFLP-Chiba_E	59.70
B212_2	GmRFLP-Chiba_E	71.80
GM136	GmRFLP-Chiba_E	73.30
GM016	GmRFLP-Chiba_E	74.80
A401_3	GmRFLP-Chiba_E	76.10
A597_1	GmRFLP-Chiba_E	81.20
A136_2	GmRFLP-Chiba_E	99.00
Ubiquitin	GmRFLP-Chiba_F	0.00
A186_1	GmRFLP-Chiba_F	2.70
A533_3	GmRFLP-Chiba_F	20.50
cyc3Gm	GmRFLP-Chiba_F	20.60
K002_1	GmRFLP-Chiba_F	20.70
GM087b	GmRFLP-Chiba_F	20.80
GM196	GmRFLP-Chiba_F	20.80
W1	GmRFLP-Chiba_F	22.50
GM121	GmRFLP-Chiba_F	24.30
GM009	GmRFLP-Chiba_F	24.30
GM022	GmRFLP-Chiba_F	24.30
B053_1	GmRFLP-Chiba_G.1	0.00
GM053b	GmRFLP-Chiba_G.1	18.40
K069_1	GmRFLP-Chiba_G.1	28.90
A112_1	GmRFLP-Chiba_G.1	44.70
A329_5	GmRFLP-Chiba_G.1	48.00
A148_1	GmRFLP-Chiba_G.1	51.80
GM111a	GmRFLP-Chiba_G.1	52.90
GmN479	GmRFLP-Chiba_G.1	54.80
A638_2	GmRFLP-Chiba_G.1	55.10
A458_2	GmRFLP-Chiba_G.1	55.10
A073_1	GmRFLP-Chiba_G.1	57.20
A404_3	GmRFLP-Chiba_G.1	59.20
A885_1	GmRFLP-Chiba_G.1	73.20
A586_2	GmRFLP-Chiba_G.2	0.00
A681_1	GmRFLP-Chiba_G.2	3.50
A668_2	GmRFLP-Chiba_H	0.00
A381_1	GmRFLP-Chiba_H	12.10
B031_3	GmRFLP-Chiba_H	12.10
GM036	GmRFLP-Chiba_H	13.30
GM002	GmRFLP-Chiba_H	17.00
A132_1	GmRFLP-Chiba_H	17.00
A262_5	GmRFLP-Chiba_H	25.00
A089_1	GmRFLP-Chiba_H	28.20
A036_1	GmRFLP-Chiba_H	32.00
A632_2	GmRFLP-Chiba_H	5.20
A131_2	GmRFLP-Chiba_H	54.20
GM050	GmRFLP-Chiba_H	58.70
A685_2	GmRFLP-Chiba_H	65.10
B069_1	GmRFLP-Chiba_H	66.40
GM095	GmRFLP-Chiba_H	73.90
A858_1	GmRFLP-Chiba_H	88.70
K014_1	GmRFLP-Chiba_H	94.10
B046_2	GmRFLP-Chiba_J	0.00
B166_1	GmRFLP-Chiba_J	21.80
A459_3	GmRFLP-Chiba_J	22.30
K102_3	GmRFLP-Chiba_J	26.50
GM087a	GmRFLP-Chiba_J	27.80
A427_4	GmRFLP-Chiba_J	31.60
GM085a	GmRFLP-Chiba_J	33.50
GM168	GmRFLP-Chiba_J	35.10
B122_1	GmRFLP-Chiba_J	40.80
A523_2	GmRFLP-Chiba_J	45.30
A065_3	GmRFLP-Chiba_K	0.00
GM195	GmRFLP-Chiba_K	16.80
A233_2	GmRFLP-Chiba_K	16.80
GM178	GmRFLP-Chiba_K	29.60
A656_2	GmRFLP-Chiba_K	4.20
A668_1	GmRFLP-Chiba_K	56.90
A235_3	GmRFLP-Chiba_K	64.00
GM096	GmRFLP-Chiba_K	64.50
GM099	GmRFLP-Chiba_K	64.50
GM001b	GmRFLP-Chiba_K	74.90
E014_2	GmRFLP-Chiba_K	76.80
GM055b	GmRFLP-Chiba_K	9.50
A257_2	GmRFLP-Chiba_L	0.00
A169_1	GmRFLP-Chiba_L	2.40
A264_1	GmRFLP-Chiba_L	22.30
LbA	GmRFLP-Chiba_L	22.90
A106_1	GmRFLP-Chiba_L	23.20
GM017	GmRFLP-Chiba_L	23.20
B124_2	GmRFLP-Chiba_L	23.20
A023_1	GmRFLP-Chiba_L	25.40
GM165	GmRFLP-Chiba_L	28.80
GM172	GmRFLP-Chiba_L	30.90
E014_1	GmRFLP-Chiba_L	31.40
B046_1	GmRFLP-Chiba_L	34.00
cyc5Gm	GmRFLP-Chiba_L	40.10
GM041	GmRFLP-Chiba_L	41.10
K265_1	GmRFLP-Diers_F	0.00
A186_1	GmRFLP-Diers_F	50.00
A757_1	GmRFLP-Diers_F	51.00
Rps3	GmRFLP-Diers_F	59.00
R045_1	GmRFLP-Diers_F	62.00
K644_1	GmRFLP-Diers_F	63.00
T005_2	GmRFLP-Diers_G	0.00
A586_2	GmRFLP-Diers_G	10.00
Rps4	GmRFLP-Diers_G	12.00
K375_1	GmRFLP-Diers_J	0.00
A724_1	GmRFLP-Diers_J	50.00
Rps2	GmRFLP-Diers_J	52.00
Rj2	GmRFLP-Diers_J	52.00
A233_1	GmRFLP-Diers_J	54.00
A199_2	GmRFLP-Diers_J	59.00
R022_1	GmRFLP-Diers_N	0.00
A280_1	GmRFLP-Diers_N	50.00
A071_2	GmRFLP-Diers_N	54.00
K418_1	GmRFLP-Diers_N	54.00
Rps1	GmRFLP-Diers_N	56.00
K395_2	GmRFLP-Diers_N	57.50
cr250_1	GmRFLP-GA1996a_A2	0.00
A117_1	GmRFLP-GA1996a_A2	137.90
