#Genetic Marker	Linkage Group	Position
BARCSOYSSR_14_1364	GmComposite2003_B2	93.48
Satt063	GmComposite2003_B2	93.48
SSR0169_1	GmComposite2003_B2	96.20
Satt560	GmComposite2003_B2	97.91
BARCSOYSSR_14_1421	GmComposite2003_B2	97.91
mR048_1	GmComposite2003_B2	98.09
A593_1	GmComposite2003_B2	98.54
A516_1	GmComposite2003_B2	99.03
BARCSOYSSR_14_1375	GmComposite2003_B2	99.10
SSR2401_1	GmComposite2003_B2P	66.40
BARCSOYSSR_04_0034	GmComposite2003_C1	0.00
BARC-038359-10052	GmComposite2003_C1	0.00
Satt565	GmComposite2003_C1	0.00
SOYGPATR	GmComposite2003_C1	10.34
BARCSOYSSR_04_0035	GmComposite2003_C1	10.34
BARC-044373-08692	GmComposite2003_C1	103.72
Bng044_2	GmComposite2003_C1	107.61
Bng012_1	GmComposite2003_C1	108.08
SSR1861_1	GmComposite2003_C1	117.00
BARCSOYSSR_04_1369	GmComposite2003_C1	120.12
Satt524	GmComposite2003_C1	120.12
gc197_1	GmComposite2003_C1	121.04
BARC-015121-02570	GmComposite2003_C1	121.45
N	GmComposite2003_C1	122.62
AI794821	GmComposite2003_C1	122.62
BARC-047813-10397	GmComposite2003_C1	123.75
Satt338	GmComposite2003_C1	123.79
BARCSOYSSR_04_1362	GmComposite2003_C1	123.79
EV3_1	GmComposite2003_C1	126.50
BARCSOYSSR_04_1382	GmComposite2003_C1	127.05
Satt682	GmComposite2003_C1	127.05
L014_1	GmComposite2003_C1	127.39
Satt180	GmComposite2003_C1	127.76
BARCSOYSSR_04_1379	GmComposite2003_C1	127.76
BARCSOYSSR_04_1400	GmComposite2003_C1	129.08
BARCSOYSSR_04_1406	GmComposite2003_C1	132.46
Satt164	GmComposite2003_C1	132.46
A074_1	GmComposite2003_C1	133.98
SSR0059_1	GmComposite2003_C1	135.00
L175_1	GmComposite2003_C1	135.62
A351_2	GmComposite2003_C1	15.67
BARC-039915-07604	GmComposite2003_C1	15.90
K300_1	GmComposite2003_C1	17.27
A059_1	GmComposite2003_C1	18.62
A078_1	GmComposite2003_C1	19.83
A463_1	GmComposite2003_C1	21.04
LD_1	GmComposite2003_C1	22.30
Satt396	GmComposite2003_C1	24.11
BARCSOYSSR_04_0143	GmComposite2003_C1	24.11
BARCSOYSSR_04_0125	GmComposite2003_C1	26.35
Satt194	GmComposite2003_C1	26.35
Sat_367	GmComposite2003_C1	28.04
BARCSOYSSR_04_0170	GmComposite2003_C1	28.04
BARCSOYSSR_04_0228	GmComposite2003_C1	32.09
Sat_337	GmComposite2003_C1	32.09
K001_1	GmComposite2003_C1	33.30
V38b	GmComposite2003_C1	39.72
Sat_140	GmComposite2003_C1	41.43
BARCSOYSSR_04_0278	GmComposite2003_C1	41.43
A946_1	GmComposite2003_C1	41.97
BARC-044521-08714	GmComposite2003_C1	47.11
BARCSOYSSR_04_0343	GmComposite2003_C1	48.62
BARCSOYSSR_04_0026	GmComposite2003_C1	5.36
Satt690	GmComposite2003_C1	5.36
BARC-014361-01331	GmComposite2003_C1	51.40
BARCSOYSSR_04_0366	GmComposite2003_C1	53.67
Bng019_1	GmComposite2003_C1	53.87
K472_1	GmComposite2003_C1	53.92
V38a	GmComposite2003_C1	54.19
BARC-044691-08761	GmComposite2003_C1	55.18
BARCSOYSSR_04_0875	GmComposite2003_C1	56.28
GMES0002	GmComposite2003_C1	56.28
Satt578	GmComposite2003_C1	65.08
BARCSOYSSR_04_0416	GmComposite2003_C1	65.08
SSR3013_1	GmComposite2003_C1	65.40
BARC-064861-18829	GmComposite2003_C1	65.60
Fle	GmComposite2003_C1	67.00
BARCSOYSSR_04_0430	GmComposite2003_C1	67.02
Satt607	GmComposite2003_C1	67.02
SSR0432_1	GmComposite2003_C1	67.80
SSR3923_1	GmComposite2003_C1	67.80
BARC-029943-06758	GmComposite2003_C1	69.16
A519_3	GmComposite2003_C1	69.30
Bng140_1	GmComposite2003_C1	69.68
Satt646	GmComposite2003_C1	70.51
BARCSOYSSR_04_0460	GmComposite2003_C1	70.51
Bng161_1	GmComposite2003_C1	70.57
Dia	GmComposite2003_C1	71.08
SSR0138_1	GmComposite2003_C1	71.60
SSR0231_1	GmComposite2003_C1	72.20
L192_1	GmComposite2003_C1	73.17
SSR2973_1	GmComposite2003_C1	73.20
SSR3974_1	GmComposite2003_C1	73.30
BARCSOYSSR_04_0659	GmComposite2003_C1	73.32
Satt190	GmComposite2003_C1	73.32
Satt161	GmComposite2003_C1	73.38
BARCSOYSSR_04_0663	GmComposite2003_C1	73.38
Satt718	GmComposite2003_C1	73.79
BARCSOYSSR_04_0579	GmComposite2003_C1	73.84
Sat_404	GmComposite2003_C1	73.84
SSR3572_1	GmComposite2003_C1	73.90
Satt661	GmComposite2003_C1	74.36
BARCSOYSSR_04_0521	GmComposite2003_C1	74.36
Satt139	GmComposite2003_C1	74.45
BARCSOYSSR_04_0875	GmComposite2003_C1	74.79
AW277661	GmComposite2003_C1	74.79
Satt136	GmComposite2003_C1	75.11
Satt361	GmComposite2003_C1	75.51
BARCSOYSSR_04_0777	GmComposite2003_C1	75.51
BARCSOYSSR_04_0761	GmComposite2003_C1	76.00
Sat_077	GmComposite2003_C1	76.00
Satt399	GmComposite2003_C1	76.23
BARCSOYSSR_04_0881	GmComposite2003_C1	76.23
BARCSOYSSR_04_0953	GmComposite2003_C1	76.41
Sat_416	GmComposite2003_C1	76.41
Sat_357	GmComposite2003_C1	76.43
BARCSOYSSR_04_0801	GmComposite2003_C1	76.43
G214_25	GmComposite2003_C1	76.43
Sat_085	GmComposite2003_C1	76.91
G214_24	GmComposite2003_C1	77.27
BARCSOYSSR_04_1041	GmComposite2003_C1	78.65
Satt294	GmComposite2003_C1	78.65
Sat_322	GmComposite2003_C1	79.26
BARCSOYSSR_04_0728	GmComposite2003_C1	79.26
SSR2425_1	GmComposite2003_C1	79.90
BARCSOYSSR_04_1062	GmComposite2003_C1	80.62
Satt476	GmComposite2003_C1	80.62
Sat_042	GmComposite2003_C1	82.51
BARCSOYSSR_04_1072	GmComposite2003_C1	82.51
AAACCC1000	GmComposite2003_C1	83.00
SSR0233_1	GmComposite2003_C1	83.90
BARCSOYSSR_04_1068	GmComposite2003_C1	84.80
Satt195	GmComposite2003_C1	84.80
Bng143_1	GmComposite2003_C1	85.09
Satt670	GmComposite2003_C1	85.37
BARCSOYSSR_04_1140	GmComposite2003_C1	85.37
SSR0830_1	GmComposite2003_C1	87.10
BARCSOYSSR_04_1152	GmComposite2003_C1	87.30
Sat_207	GmComposite2003_C1	87.30
BARC-050677-09819	GmComposite2003_C1	88.70
Satt713	GmComposite2003_C1	88.94
BARCSOYSSR_04_1167	GmComposite2003_C1	88.94
SSR0044_1	GmComposite2003_C1	89.30
BARCSOYSSR_04_0025	GmComposite2003_C1	9.02
Sct_186	GmComposite2003_C1	9.02
Sat_311	GmComposite2003_C1	90.11
BARCSOYSSR_04_1172	GmComposite2003_C1	90.11
A063_1	GmComposite2003_C1	90.72
Sct_191	GmComposite2003_C1	92.98
Sat_235	GmComposite2003_C1	94.62
Bng064_1	GmComposite2003_C1	95.42
A338_2	GmComposite2003_C1	97.00
A121_1	GmComposite2003_C2	0.00
BARC-044133-08626	GmComposite2003_C2	100.10
A670_3	GmComposite2003_C2	101.70
BARCSOYSSR_06_0863	GmComposite2003_C2	101.75
Satt286	GmComposite2003_C2	101.75
A063_2	GmComposite2003_C2	102.90
BARC-021735-04194	GmComposite2003_C2	103.20
Sat_402	GmComposite2003_C2	103.33
BARCSOYSSR_06_0876	GmComposite2003_C2	103.33
BLT032_1	GmComposite2003_C2	103.78
BARC-031337-07051	GmComposite2003_C2	103.90
BLT053_9	GmComposite2003_C2	106.17
BARC-064115-18558	GmComposite2003_C2	106.50
Sle28_1	GmComposite2003_C2	106.76
SSR3577_1	GmComposite2003_C2	107.00
BARCSOYSSR_06_0920	GmComposite2003_C2	107.58
Satt277	GmComposite2003_C2	107.58
BARC-055889-13824	GmComposite2003_C2	107.66
SSR3904_1	GmComposite2003_C2	109.00
K011_3	GmComposite2003_C2	109.26
BARC-066175-19800	GmComposite2003_C2	109.75
Sat_130	GmComposite2003_C2	11.39
BARCSOYSSR_06_0107	GmComposite2003_C2	11.39
SSR3601_1	GmComposite2003_C2	110.00
Bng164_1	GmComposite2003_C2	110.14
pcr2_150	GmComposite2003_C2	110.73
BARC-048217-10509	GmComposite2003_C2	110.84
SSR0358_1	GmComposite2003_C2	111.00
Satt365	GmComposite2003_C2	111.68
SSR0737_1	GmComposite2003_C2	112.00
Satt205	GmComposite2003_C2	112.18
BARCSOYSSR_06_1041	GmComposite2003_C2	112.19
Satt557	GmComposite2003_C2	112.19
FT1	GmComposite2003_C2	112.30
Satt289	GmComposite2003_C2	112.34
BARCSOYSSR_06_1163	GmComposite2003_C2	112.34
T	GmComposite2003_C2	112.45
BARC-042161-08193	GmComposite2003_C2	112.70
Satt134	GmComposite2003_C2	112.83
BARCSOYSSR_06_1255	GmComposite2003_C2	112.84
Sat_312	GmComposite2003_C2	112.84
BARC-023517-05442	GmComposite2003_C2	112.87
E1	GmComposite2003_C2	113.00
Satt489	GmComposite2003_C2	113.38
BARCSOYSSR_06_1129	GmComposite2003_C2	113.38
BARCSOYSSR_06_1301	GmComposite2003_C2	113.41
Satt319	GmComposite2003_C2	113.41
BARC-049601-09082	GmComposite2003_C2	113.50
Satt658	GmComposite2003_C2	113.62
BARCSOYSSR_06_1059	GmComposite2003_C2	113.62
AG36	GmComposite2003_C2	113.69
BARC-031099-06997	GmComposite2003_C2	113.70
BARC-055345-13222	GmComposite2003_C2	113.70
GM133	GmComposite2003_C2	113.70
BARCSOYSSR_06_1202	GmComposite2003_C2	113.95
Satt100	GmComposite2003_C2	113.95
Ngm 93	GmComposite2003_C2	114.00
Sat_251	GmComposite2003_C2	114.19
BARCSOYSSR_06_1345	GmComposite2003_C2	114.19
BARC-054471-12090	GmComposite2003_C2	114.30
L050_2	GmComposite2003_C2	114.41
GM169	GmComposite2003_C2	114.78
A109_2	GmComposite2003_C2	114.78
Sat_142	GmComposite2003_C2	115.09
BARCSOYSSR_06_1361	GmComposite2003_C2	115.09
B131_1	GmComposite2003_C2	115.20
BARCSOYSSR_06_1367	GmComposite2003_C2	115.48
Satt708	GmComposite2003_C2	115.48
K418_4	GmComposite2003_C2	116.60
A397_1	GmComposite2003_C2	116.72
Sat_238	GmComposite2003_C2	117.45
BARCSOYSSR_06_1454	GmComposite2003_C2	117.45
BARCSOYSSR_06_1456	GmComposite2003_C2	117.76
Satt460	GmComposite2003_C2	117.76
Satt079	GmComposite2003_C2	117.87
BARCSOYSSR_06_1476	GmComposite2003_C2	117.87
SSR1788_1	GmComposite2003_C2	118.00
Sat_263	GmComposite2003_C2	118.77
ss246087580	GmComposite2003_C2	118.95
BARC-062515-17881	GmComposite2003_C2	119.05
ss246091245	GmComposite2003_C2	119.20
BLT029_1	GmComposite2003_C2	119.47
Staga001	GmComposite2003_C2	119.84
BARC-055939-13876	GmComposite2003_C2	119.85
K365_1	GmComposite2003_C2	120.41
ss246092064	GmComposite2003_C2	120.79
BARCSOYSSR_06_1581	GmComposite2003_C2	121.26
Satt307	GmComposite2003_C2	121.26
Sct_028	GmComposite2003_C2	122.01
BARCSOYSSR_06_1579	GmComposite2003_C2	122.01
RGA1g	GmComposite2003_C2	123.00
A538_1	GmComposite2003_C2	123.37
P029_1	GmComposite2003_C2	123.62
K474_1	GmComposite2003_C2	123.77
K474_2	GmComposite2003_C2	124.03
BARC-054227-1238	GmComposite2003_C2	124.62
RGA_1e	GmComposite2003_C2	124.70
BARCSOYSSR_06_1680	GmComposite2003_C2	126.23
Satt202	GmComposite2003_C2	126.23
Sat_252	GmComposite2003_C2	127.00
BARCSOYSSR_06_1726	GmComposite2003_C2	127.00
BARCSOYSSR_06_1658	GmComposite2003_C2	127.66
Satt316	GmComposite2003_C2	127.66
BARC-010777-00746	GmComposite2003_C2	127.74
ss246100375	GmComposite2003_C2	127.76
Satt433	GmComposite2003_C2	128.22
BARCSOYSSR_06_1629	GmComposite2003_C2	128.22
C056_1	GmComposite2003_C2	129.54
A748_1	GmComposite2003_C2	131.75
K455_1	GmComposite2003_C2	132.00
BARCSOYSSR_06_1762	GmComposite2003_C2	145.47
Satt371	GmComposite2003_C2	145.47
BARC-064859-18826	GmComposite2003_C2	145.99
A676_1	GmComposite2003_C2	148.62
Bng035_1	GmComposite2003_C2	15.36
OO05_250	GmComposite2003_C2	150.00
Satt357	GmComposite2003_C2	151.91
BARCSOYSSR_06_1807	GmComposite2003_C2	151.91
R183_2	GmComposite2003_C2	157.89
A122_1	GmComposite2003_C2	17.10
A059_2	GmComposite2003_C2	21.72
BARC-016957-02165	GmComposite2003_C2	22.54
L199_2	GmComposite2003_C2	23.34
Bng132_2	GmComposite2003_C2	23.99
A262_4	GmComposite2003_C2	25.07
BARCSOYSSR_06_0241	GmComposite2003_C2	26.65
Satt227	GmComposite2003_C2	26.65
OP_E08	GmComposite2003_C2	27.02
SSR3790_1	GmComposite2003_C2	29.60
BARC-054349-12493	GmComposite2003_C2	3.12
Satt681	GmComposite2003_C2	3.15
BARCSOYSSR_06_0028	GmComposite2003_C2	3.15
BARCSOYSSR_06_0268	GmComposite2003_C2	30.46
Satt640	GmComposite2003_C2	30.46
Sat_062	GmComposite2003_C2	30.79
BARCSOYSSR_06_0283	GmComposite2003_C2	30.79
mQ086_1	GmComposite2003_C2	34.16
BARC-059997-16280	GmComposite2003_C2	34.34
BARC-059985-16274	GmComposite2003_C2	34.63
mO008_1	GmComposite2003_C2	34.63
BARC-044639-08743	GmComposite2003_C2	37.52
BARCSOYSSR_06_0348	GmComposite2003_C2	38.04
Satt432	GmComposite2003_C2	38.04
AW734043	GmComposite2003_C2	4.22
Satt281	GmComposite2003_C2	40.29
BARCSOYSSR_06_0362	GmComposite2003_C2	40.29
BARCSOYSSR_06_0386	GmComposite2003_C2	42.36
Satt520	GmComposite2003_C2	42.36
BARC-056271-14211	GmComposite2003_C2	42.49
BARC-057469-14770	GmComposite2003_C2	42.50
Satt422	GmComposite2003_C2	44.66
BARCSOYSSR_06_0400	GmComposite2003_C2	44.66
BARCSOYSSR_06_0408	GmComposite2003_C2	45.75
Satt291	GmComposite2003_C2	45.75
A109_7	GmComposite2003_C2	47.31
Pgi	GmComposite2003_C2	5.50
Sat_336	GmComposite2003_C2	51.84
A655_1	GmComposite2003_C2	52.20
Satt457	GmComposite2003_C2	56.50
BARCSOYSSR_06_0473	GmComposite2003_C2	56.50
A338_1	GmComposite2003_C2	56.60
BARCSOYSSR_06_0547	GmComposite2003_C2	61.98
Sat_153	GmComposite2003_C2	61.98
SSR0809_1	GmComposite2003_C2	66.80
A109_3	GmComposite2003_C2	68.87
Satt305	GmComposite2003_C2	69.66
BARCSOYSSR_06_0612	GmComposite2003_C2	69.66
BARCSOYSSR_06_0657	GmComposite2003_C2	69.69
GMAC7L	GmComposite2003_C2	69.69
Satt170	GmComposite2003_C2	70.55
BARCSOYSSR_06_0605	GmComposite2003_C2	70.55
SSR1534_1	GmComposite2003_C2	72.50
Bng228_1	GmComposite2003_C2	74.18
X17120	GmComposite2003_C2	75.20
K262_1	GmComposite2003_C2	76.51
SSR2462_1	GmComposite2003_C2	77.70
K255_1	GmComposite2003_C2	77.89
Bng014_1	GmComposite2003_C2	77.93
A426_1	GmComposite2003_C2	79.10
BARCSOYSSR_06_0667	GmComposite2003_C2	82.23
Satt322	GmComposite2003_C2	82.23
BARC-048543-10663	GmComposite2003_C2	85.86
L059_1	GmComposite2003_C2	85.93
Satt450	GmComposite2003_C2	89.30
BARCSOYSSR_06_0765	GmComposite2003_C2	89.30
ss245879277	GmComposite2003_C2	89.68
A132_6	GmComposite2003_C2	89.70
SSR0958_1	GmComposite2003_C2	9.14
BARCSOYSSR_06_0781	GmComposite2003_C2	90.93
Sat_213	GmComposite2003_C2	90.93
Sat_246	GmComposite2003_C2	91.80
BARCSOYSSR_06_0778	GmComposite2003_C2	91.80
B160_1	GmComposite2003_C2	93.71
BARC-047715-10388	GmComposite2003_C2	94.34
BARCSOYSSR_06_0858	GmComposite2003_C2	94.65
Satt643	GmComposite2003_C2	94.65
A635_1	GmComposite2003_C2	95.61
R092_3	GmComposite2003_C2	96.13
L148_1	GmComposite2003_C2	97.20
Satt376	GmComposite2003_C2	97.83
BARCSOYSSR_06_0819	GmComposite2003_C2	97.83
BARCSOYSSR_06_0840	GmComposite2003_C2	98.07
Satt363	GmComposite2003_C2	98.07
Sat_076	GmComposite2003_C2	99.18
BARCSOYSSR_06_0850	GmComposite2003_C2	99.18
SSR1522_1	GmComposite2003_D1-b	75.80
G	GmComposite2003_D1a	0.00
Tel1075a	GmComposite2003_D1a	0.00
Satt071	GmComposite2003_D1a	100.38
BARC-032411-08968	GmComposite2003_D1a	101.26
SSR0180_1	GmComposite2003_D1a	102.00
K417_2	GmComposite2003_D1a	102.27
SSR0742_1	GmComposite2003_D1a	103.00
Bng057_1	GmComposite2003_D1a	103.04
D1	GmComposite2003_D1a	103.44
Sat_160	GmComposite2003_D1a	104.27
BARCSOYSSR_01_1571	GmComposite2003_D1a	104.27
BARC-035219-07139	GmComposite2003_D1a	106.12
BARCSOYSSR_01_1592	GmComposite2003_D1a	106.69
Satt408	GmComposite2003_D1a	106.69
Satt147	GmComposite2003_D1a	108.88
BARCSOYSSR_01_1633	GmComposite2003_D1a	108.88
BARCSOYSSR_01_1656	GmComposite2003_D1a	109.66
Satt129	GmComposite2003_D1a	109.66
SSR3941_1	GmComposite2003_D1a	110.00
L058_1	GmComposite2003_D1a	111.13
Bng098_1	GmComposite2003_D1a	113.02
B219_2	GmComposite2003_D1a	114.37
C063_1	GmComposite2003_D1a	114.88
BARC-018211-03157	GmComposite2003_D1a	119.91
Pd1	GmComposite2003_D1a	120.89
Mng307_1	GmComposite2003_D1a	14.66
Satt184	GmComposite2003_D1a	17.52
BARCSOYSSR_01_0088	GmComposite2003_D1a	17.52
Tel750	GmComposite2003_D1a	2.97
M373_1	GmComposite2003_D1a	20.24
BARC-016475-02622	GmComposite2003_D1a	22.73
Bng090_1	GmComposite2003_D1a	23.38
Ngm ENOD40a	GmComposite2003_D1a	24.00
BARC-038883-07384	GmComposite2003_D1a	24.13
BARC-045297-08928	GmComposite2003_D1a	25.28
Bng097_1	GmComposite2003_D1a	25.51
K019_1	GmComposite2003_D1a	30.30
OP_I10	GmComposite2003_D1a	32.82
SSR6263_1	GmComposite2003_D1a	33.10
pcr2_153	GmComposite2003_D1a	34.06
A947_1	GmComposite2003_D1a	34.50
K478_1	GmComposite2003_D1a	34.91
Sat_353	GmComposite2003_D1a	36.23
BARCSOYSSR_01_0394	GmComposite2003_D1a	36.23
A725_2	GmComposite2003_D1a	37.90
R013_2	GmComposite2003_D1a	38.09
A691_1	GmComposite2003_D1a	40.83
Satt531	GmComposite2003_D1a	40.86
BARCSOYSSR_01_0206	GmComposite2003_D1a	40.86
B214_1	GmComposite2003_D1a	41.47
SSR3889_1	GmComposite2003_D1a	41.70
B186_1	GmComposite2003_D1a	42.11
SSR2852_1	GmComposite2003_D1a	43.60
R249_1	GmComposite2003_D1a	43.66
Satt368	GmComposite2003_D1a	43.84
BARCSOYSSR_01_0362	GmComposite2003_D1a	43.84
SSR0154_1	GmComposite2003_D1a	44.00
SSR3320_1	GmComposite2003_D1a	44.60
SSR0250	GmComposite2003_D1a	44.79
BARCSOYSSR_01_0771	GmComposite2003_D1a	44.79
BARCSOYSSR_01_0391	GmComposite2003_D1a	45.75
Satt482	GmComposite2003_D1a	45.75
BARC-054393-12560	GmComposite2003_D1a	45.99
OP_S16	GmComposite2003_D1a	46.17
BARCSOYSSR_01_0631	GmComposite2003_D1a	46.79
Satt320	GmComposite2003_D1a	46.79
Satt221	GmComposite2003_D1a	47.04
BARCSOYSSR_01_0669	GmComposite2003_D1a	47.04
Satt360	GmComposite2003_D1a	47.59
BARCSOYSSR_01_0679	GmComposite2003_D1a	47.73
Satt605	GmComposite2003_D1a	47.73
Satt342	GmComposite2003_D1a	48.13
SSR3272	GmComposite2003_D1a	48.30
BARCSOYSSR_01_0557	GmComposite2003_D1a	48.30
Satt032	GmComposite2003_D1a	48.63
Satt532	GmComposite2003_D1a	49.07
BARCSOYSSR_01_0730	GmComposite2003_D1a	49.07
SSR2979_1	GmComposite2003_D1a	49.80
SSR0250_1	GmComposite2003_D1a	49.80
Satt502	GmComposite2003_D1a	49.84
BARCSOYSSR_01_0686	GmComposite2003_D1a	49.84
SSR2818_1	GmComposite2003_D1a	49.90
Sat_332	GmComposite2003_D1a	5.25
BARCSOYSSR_01_0019	GmComposite2003_D1a	5.25
BARCSOYSSR_01_0018	GmComposite2003_D1a	5.93
Sat_413	GmComposite2003_D1a	5.93
Sat_159	GmComposite2003_D1a	50.08
BARCSOYSSR_01_0415	GmComposite2003_D1a	50.08
BARCSOYSSR_01_0773	GmComposite2003_D1a	50.16
Satt321	GmComposite2003_D1a	50.16
Satt169	GmComposite2003_D1a	50.54
BARCSOYSSR_01_0771	GmComposite2003_D1a	50.54
BARCSOYSSR_01_0557	GmComposite2003_D1a	51.07
Satt548	GmComposite2003_D1a	51.07
K227_2	GmComposite2003_D1a	51.08
SSR0350_1	GmComposite2003_D1a	51.20
SSR3272_1	GmComposite2003_D1a	51.30
kT_1	GmComposite2003_D1a	52.08
Mng474_2	GmComposite2003_D1a	52.23
A109_8	GmComposite2003_D1a	52.91
Sat_346	GmComposite2003_D1a	53.66
BARCSOYSSR_01_0814	GmComposite2003_D1a	53.66
SSR0520_1	GmComposite2003_D1a	53.80
SSR0251_1	GmComposite2003_D1a	54.00
pcr2_124	GmComposite2003_D1a	54.40
Satt603	GmComposite2003_D1a	54.50
BARCSOYSSR_01_0907	GmComposite2003_D1a	54.50
A109_5	GmComposite2003_D1a	54.79
BARCSOYSSR_01_0966	GmComposite2003_D1a	55.22
Satt295	GmComposite2003_D1a	55.22
A235_2	GmComposite2003_D1a	55.46
Satt515	GmComposite2003_D1a	55.68
BARCSOYSSR_01_0912	GmComposite2003_D1a	55.68
SSR0288_1	GmComposite2003_D1a	55.90
Sat_201	GmComposite2003_D1a	56.08
BARCSOYSSR_01_1068	GmComposite2003_D1a	56.08
BARCSOYSSR_01_1008	GmComposite2003_D1a	56.20
Satt179	GmComposite2003_D1a	56.20
Satt254	GmComposite2003_D1a	56.43
BARCSOYSSR_01_0976	GmComposite2003_D1a	56.43
BARCSOYSSR_01_1031	GmComposite2003_D1a	56.57
Satt383	GmComposite2003_D1a	56.57
Sle3_14	GmComposite2003_D1a	57.03
Satt267	GmComposite2003_D1a	57.34
BARCSOYSSR_01_1077	GmComposite2003_D1a	57.34
BARCSOYSSR_01_1168	GmComposite2003_D1a	57.75
BARCSOYSSR_01_1072	GmComposite2003_D1a	57.75
Satt402	GmComposite2003_D1a	57.75
AZ302047	GmComposite2003_D1a	57.75
NP008_1	GmComposite2003_D1a	57.75
SSR2808_1	GmComposite2003_D1a	58.70
Satt203	GmComposite2003_D1a	59.00
BARCSOYSSR_01_1182	GmComposite2003_D1a	59.00
BARC-064293-18611	GmComposite2003_D1a	59.17
Sle_002	GmComposite2003_D1a	59.60
K395_1	GmComposite2003_D1a	59.99
A398_1	GmComposite2003_D1a	6.43
BARC-011057-00831	GmComposite2003_D1a	60.69
BARCSOYSSR_01_1226	GmComposite2003_D1a	60.97
Satt283	GmComposite2003_D1a	60.97
Satt370	GmComposite2003_D1a	60.99
BARCSOYSSR_01_1232	GmComposite2003_D1a	60.99
DUBC204	GmComposite2003_D1a	61.32
SSR3940_1	GmComposite2003_D1a	62.00
Satt580	GmComposite2003_D1a	62.36
BARCSOYSSR_01_1167	GmComposite2003_D1a	62.36
BARCSOYSSR_01_1293	GmComposite2003_D1a	62.52
Sat_110	GmComposite2003_D1a	62.52
Sat_343	GmComposite2003_D1a	62.56
BARCSOYSSR_01_1297	GmComposite2003_D1a	62.56
BARCSOYSSR_01_1302	GmComposite2003_D1a	64.51
Satt507	GmComposite2003_D1a	64.51
BARC-055131-13049	GmComposite2003_D1a	64.59
ss244554797	GmComposite2003_D1a	65.28
Sat_345	GmComposite2003_D1a	65.62
BARCSOYSSR_01_1326	GmComposite2003_D1a	65.62
Sle3_4	GmComposite2003_D1a	66.14
Sat_106	GmComposite2003_D1a	66.38
AW781285	GmComposite2003_D1a	67.77
AW781285	GmComposite2003_D1a	67.77
BARCSOYSSR_01_1409	GmComposite2003_D1a	67.77
Satt198	GmComposite2003_D1a	68.62
BARCSOYSSR_01_1337	GmComposite2003_D1a	68.62
BARCSOYSSR_01_1355	GmComposite2003_D1a	69.91
Satt468	GmComposite2003_D1a	69.91
Satt436	GmComposite2003_D1a	70.69
BARCSOYSSR_01_1347	GmComposite2003_D1a	70.69
BARCSOYSSR_01_1353	GmComposite2003_D1a	72.26
Satt439	GmComposite2003_D1a	72.26
Sat_036	GmComposite2003_D1a	75.25
BARCSOYSSR_01_1367	GmComposite2003_D1a	75.25
ss244562583	GmComposite2003_D1a	75.29
BARC-060037-16311	GmComposite2003_D1a	77.21
BARCSOYSSR_01_1358	GmComposite2003_D1a	77.48
Satt077	GmComposite2003_D1a	77.48
BARC-054071-12319	GmComposite2003_D1a	80.27
Sat_414	GmComposite2003_D1a	85.48
BARCSOYSSR_01_1483	GmComposite2003_D1a	85.48
Mng287_1	GmComposite2003_D1a	87.47
A295_1	GmComposite2003_D1a	87.80
R153_1	GmComposite2003_D1a	9.32
L031_1	GmComposite2003_D1a	9.35
Me	GmComposite2003_D1a	9.40
BARCSOYSSR_01_1485	GmComposite2003_D1a	91.26
Sat_305	GmComposite2003_D1a	91.26
Bng074_1	GmComposite2003_D1a	93.89
K647_1	GmComposite2003_D1a	94.87
Bng119_1	GmComposite2003_D1a	95.64
BARC-039805-07589	GmComposite2003_D1a	98.71
Satt407	GmComposite2003_D1a	99.58
BARCSOYSSR_01_1524	GmComposite2003_D1a	99.58
Sat_096	GmComposite2003_D1b	0.00
BARCSOYSSR_02_1548	GmComposite2003_D1b	100.88
Satt172	GmComposite2003_D1b	100.88
Sat_069	GmComposite2003_D1b	102.59
BARCSOYSSR_02_1540	GmComposite2003_D1b	102.59
Idh1	GmComposite2003_D1b	105.41
A519_2	GmComposite2003_D1b	107.61
BARCSOYSSR_02_0182	GmComposite2003_D1b	11.14
Sat_227	GmComposite2003_D1b	11.14
Sat_183	GmComposite2003_D1b	112.62
BARCSOYSSR_02_1602	GmComposite2003_D1b	112.62
OPAM15c	GmComposite2003_D1b	113.68
BARC-028373-05856	GmComposite2003_D1b	114.49
BARCSOYSSR_02_1663	GmComposite2003_D1b	116.34
Satt274	GmComposite2003_D1b	116.34
G214_7	GmComposite2003_D1b	117.03
L161_1	GmComposite2003_D1b	117.44
BARC-054149-12354	GmComposite2003_D1b	117.48
SSR0767_1	GmComposite2003_D1b	118.00
Satt459	GmComposite2003_D1b	118.62
BARCSOYSSR_02_1667	GmComposite2003_D1b	118.62
Sat_202	GmComposite2003_D1b	118.86
BARCSOYSSR_02_1682	GmComposite2003_D1b	118.94
Sat_198	GmComposite2003_D1b	118.94
K411_1	GmComposite2003_D1b	119.34
Ngm 16	GmComposite2003_D1b	120.00
SSR3407_1	GmComposite2003_D1b	120.00
A343_2	GmComposite2003_D1b	120.97
T270_1	GmComposite2003_D1b	123.34
BARC-044747-08795	GmComposite2003_D1b	124.73
Staga002	GmComposite2003_D1b	126.44
BARCSOYSSR_02_1717	GmComposite2003_D1b	126.44
B139_1	GmComposite2003_D1b	128.40
BARCSOYSSR_02_1758	GmComposite2003_D1b	130.47
Sat_415	GmComposite2003_D1b	130.47
Sat_289	GmComposite2003_D1b	131.91
