#QTLName	OntologyIdentifier
Seed Pro 1-2	PO:0009010
Seed Pro 1-2	TO:0006002
Seed Pro 1-3	GO:0006561
Seed Pro 1-3	PO:0009010
Seed Pro 1-3	TO:0006002
Seed Pro 1-4	GO:0006561
Seed Pro 1-4	PO:0009010
Seed Pro 1-4	TO:0006002
Seed protein 1-1	PO:0009010
Seed protein 1-1	TO:0000598
Seed protein 1-2	PO:0009010
Seed protein 1-2	TO:0000598
Seed protein 1-3	PO:0009010
Seed protein 1-3	TO:0000598
Seed protein 1-4	PO:0009010
Seed protein 1-4	TO:0000598
Seed protein 1-5	PO:0009010
Seed protein 1-5	TO:0000598
Seed protein 1-6	PO:0009010
Seed protein 1-6	TO:0000598
Seed protein 1-7	PO:0009010
Seed protein 1-7	TO:0000598
Seed protein 1-8	PO:0009010
Seed protein 1-8	TO:0000598
Seed protein 10-1	PO:0009010
Seed protein 10-1	TO:0000598
Seed protein 11-1	PO:0009010
Seed protein 11-1	TO:0000598
Seed protein 12-1	PO:0009010
Seed protein 12-1	TO:0000598
Seed protein 12-2	PO:0009010
Seed protein 12-2	TO:0000598
Seed protein 12-3	PO:0009010
Seed protein 12-3	TO:0000598
Seed protein 12-4	PO:0009010
Seed protein 12-4	TO:0000598
Seed protein 12-5	PO:0009010
Seed protein 12-5	TO:0000598
Seed protein 13-1	PO:0009010
Seed protein 13-1	TO:0000598
Seed protein 13-2	PO:0009010
Seed protein 13-2	TO:0000598
Seed protein 13-3	PO:0009010
Seed protein 13-3	TO:0000598
Seed protein 13-4	PO:0009010
Seed protein 13-4	TO:0000598
Seed protein 14-1	PO:0009010
Seed protein 14-1	TO:0000598
Seed protein 15-1	PO:0009010
Seed protein 15-1	TO:0000598
Seed protein 16-1	PO:0009010
Seed protein 16-1	TO:0000598
Seed protein 16-2	PO:0009010
Seed protein 16-2	TO:0000598
Seed protein 19-1	PO:0009010
Seed protein 19-1	TO:0000598
Seed protein 2-1	PO:0009010
Seed protein 2-1	TO:0000598
Seed protein 2-2	PO:0009010
Seed protein 2-2	TO:0000598
Seed protein 2-3	PO:0009010
Seed protein 2-3	TO:0000598
Seed protein 20-1	PO:0009010
Seed protein 20-1	TO:0000598
Seed protein 21-1	PO:0009010
Seed protein 21-1	TO:0000598
Seed protein 21-10	PO:0009010
Seed protein 21-10	TO:0000598
Seed protein 21-11	PO:0009010
Seed protein 21-11	TO:0000598
Seed protein 21-2	PO:0009010
Seed protein 21-2	TO:0000598
Seed protein 21-3	PO:0009010
Seed protein 21-3	TO:0000598
Seed protein 21-4	PO:0009010
Seed protein 21-4	TO:0000598
Seed protein 21-5	PO:0009010
Seed protein 21-5	TO:0000598
Seed protein 21-6	PO:0009010
Seed protein 21-6	TO:0000598
Seed protein 21-8	PO:0009010
Seed protein 21-8	TO:0000598
Seed protein 21-9	PO:0009010
Seed protein 21-9	TO:0000598
Seed protein 24-1	PO:0009010
Seed protein 24-1	TO:0000598
Seed protein 24-2	PO:0009010
Seed protein 24-2	TO:0000598
Seed protein 24-3	PO:0009010
Seed protein 24-3	TO:0000598
Seed protein 24-4	PO:0009010
Seed protein 24-4	TO:0000598
Seed protein 25-1	PO:0009010
Seed protein 25-1	TO:0000598
Seed protein 25-2	PO:0009010
Seed protein 25-2	TO:0000598
Seed protein 25-3	PO:0009010
Seed protein 25-3	TO:0000598
Seed protein 26-1	PO:0009010
Seed protein 26-1	TO:0000598
Seed protein 26-10	PO:0009010
Seed protein 26-10	TO:0000598
Seed protein 26-11	PO:0009010
Seed protein 26-11	TO:0000598
Seed protein 26-12	PO:0009010
Seed protein 26-12	TO:0000598
Seed protein 26-13	PO:0009010
Seed protein 26-13	TO:0000598
Seed protein 26-14	PO:0009010
Seed protein 26-14	TO:0000598
Seed protein 26-2	PO:0009010
Seed protein 26-2	TO:0000598
Seed protein 26-3	PO:0009010
Seed protein 26-3	TO:0000598
Seed protein 26-4	PO:0009010
Seed protein 26-4	TO:0000598
Seed protein 26-5	PO:0009010
Seed protein 26-5	TO:0000598
Seed protein 26-6	PO:0009010
Seed protein 26-6	TO:0000598
Seed protein 26-7	PO:0009010
Seed protein 26-7	TO:0000598
Seed protein 26-8	PO:0009010
Seed protein 26-8	TO:0000598
Seed protein 26-9	PO:0009010
Seed protein 26-9	TO:0000598
Seed protein 27-1	PO:0009010
Seed protein 27-1	TO:0000598
Seed protein 27-2	PO:0009010
Seed protein 27-2	TO:0000598
Seed protein 27-3	PO:0009010
Seed protein 27-3	TO:0000598
Seed protein 27-4	PO:0009010
Seed protein 27-4	TO:0000598
Seed protein 27-5	PO:0009010
Seed protein 27-5	TO:0000598
Seed protein 28-1	PO:0009010
Seed protein 28-1	TO:0000598
Seed protein 28-2	PO:0009010
Seed protein 28-2	TO:0000598
Seed protein 28-3	PO:0009010
Seed protein 28-3	TO:0000598
Seed protein 28-4	PO:0009010
Seed protein 28-4	TO:0000598
Seed protein 28-5	PO:0009010
Seed protein 28-5	TO:0000598
Seed protein 29-1	PO:0009010
Seed protein 29-1	TO:0000598
Seed protein 3-1	PO:0009010
Seed protein 3-1	TO:0000598
Seed protein 3-10	PO:0009010
Seed protein 3-10	TO:0000598
Seed protein 3-11	PO:0009010
Seed protein 3-11	TO:0000598
Seed protein 3-12	PO:0009010
Seed protein 3-12	TO:0000598
Seed protein 3-2	PO:0009010
Seed protein 3-2	TO:0000598
Seed protein 3-3	PO:0009010
Seed protein 3-3	TO:0000598
Seed protein 3-4	PO:0009010
Seed protein 3-4	TO:0000598
Seed protein 3-5	PO:0009010
Seed protein 3-5	TO:0000598
Seed protein 3-6	PO:0009010
Seed protein 3-6	TO:0000598
Seed protein 3-7	PO:0009010
Seed protein 3-7	TO:0000598
Seed protein 3-8	PO:0009010
Seed protein 3-8	TO:0000598
Seed protein 3-9	PO:0009010
Seed protein 3-9	TO:0000598
Seed protein 30-1	PO:0009010
Seed protein 30-1	TO:0000604
Seed protein 30-10	PO:0009010
Seed protein 30-10	TO:0000604
Seed protein 30-2	PO:0009010
Seed protein 30-2	TO:0000604
Seed protein 30-3	PO:0009010
Seed protein 30-3	TO:0000604
Seed protein 30-4	PO:0009010
Seed protein 30-4	TO:0000604
Seed protein 30-5	PO:0009010
Seed protein 30-5	TO:0000604
Seed protein 30-6	PO:0009010
Seed protein 30-6	TO:0000604
Seed protein 30-7	PO:0009010
Seed protein 30-7	TO:0000604
Seed protein 30-8	PO:0009010
Seed protein 30-8	TO:0000604
Seed protein 30-9	PO:0009010
Seed protein 30-9	TO:0000604
Seed protein 31-1	PO:0009010
Seed protein 31-1	TO:0000598
Seed protein 31-2	PO:0009010
Seed protein 31-2	TO:0000598
Seed protein 31-3	PO:0009010
Seed protein 31-3	TO:0000598
Seed protein 31-4	PO:0009010
Seed protein 31-4	TO:0000598
Seed protein 32-1	PO:0009010
Seed protein 32-1	TO:0000598
Seed protein 33-1	PO:0009010
Seed protein 33-1	TO:0000598
Seed protein 33-2	PO:0009010
Seed protein 33-2	TO:0000598
Seed protein 33-3	PO:0009010
Seed protein 33-3	TO:0000598
Seed protein 33-4	PO:0009010
Seed protein 33-4	TO:0000598
Seed protein 33-5	PO:0009010
Seed protein 33-5	TO:0000598
Seed protein 34-1	PO:0009010
Seed protein 34-1	TO:0000598
Seed protein 34-10	PO:0009010
Seed protein 34-10	TO:0000598
Seed protein 34-11	PO:0009010
Seed protein 34-11	TO:0000598
Seed protein 34-2	PO:0009010
Seed protein 34-2	TO:0000598
Seed protein 34-3	PO:0009010
Seed protein 34-3	TO:0000598
Seed protein 34-4	PO:0009010
Seed protein 34-4	TO:0000598
Seed protein 34-5	PO:0009010
Seed protein 34-5	TO:0000598
Seed protein 34-6	PO:0009010
Seed protein 34-6	TO:0000598
Seed protein 34-7	PO:0009010
Seed protein 34-7	TO:0000598
Seed protein 34-8	PO:0009010
Seed protein 34-8	TO:0000598
Seed protein 34-9	PO:0009010
Seed protein 34-9	TO:0000598
Seed protein 35-1	PO:0009010
Seed protein 35-1	TO:0000598
Seed protein 35-2	PO:0009010
Seed protein 35-2	TO:0000598
Seed protein 35-3	PO:0009010
Seed protein 35-3	TO:0000598
Seed protein 35-4	PO:0009010
Seed protein 35-4	TO:0000598
Seed protein 36-1	PO:0009010
Seed protein 36-1	TO:0000598
Seed protein 36-10	PO:0009010
Seed protein 36-10	TO:0000598
Seed protein 36-11	PO:0009010
Seed protein 36-11	TO:0000598
Seed protein 36-12	PO:0009010
Seed protein 36-12	TO:0000598
Seed protein 36-13	PO:0009010
Seed protein 36-13	TO:0000598
Seed protein 36-14	PO:0009010
Seed protein 36-14	TO:0000598
Seed protein 36-15	PO:0009010
Seed protein 36-15	TO:0000598
Seed protein 36-16	PO:0009010
Seed protein 36-16	TO:0000598
Seed protein 36-17	PO:0009010
Seed protein 36-17	TO:0000598
Seed protein 36-18	PO:0009010
Seed protein 36-18	TO:0000598
Seed protein 36-19	PO:0009010
Seed protein 36-19	TO:0000598
Seed protein 36-2	PO:0009010
Seed protein 36-2	TO:0000598
Seed protein 36-20	PO:0009010
Seed protein 36-20	TO:0000598
Seed protein 36-21	PO:0009010
Seed protein 36-21	TO:0000598
Seed protein 36-22	PO:0009010
Seed protein 36-22	TO:0000598
Seed protein 36-23	PO:0009010
Seed protein 36-23	TO:0000598
Seed protein 36-24	PO:0009010
Seed protein 36-24	TO:0000598
Seed protein 36-25	PO:0009010
Seed protein 36-25	TO:0000598
Seed protein 36-26	PO:0009010
Seed protein 36-26	TO:0000598
Seed protein 36-27	PO:0009010
Seed protein 36-27	TO:0000598
Seed protein 36-28	PO:0009010
Seed protein 36-28	TO:0000598
Seed protein 36-29	PO:0009010
Seed protein 36-29	TO:0000598
Seed protein 36-3	PO:0009010
Seed protein 36-3	TO:0000598
Seed protein 36-30	PO:0009010
Seed protein 36-30	TO:0000598
Seed protein 36-31	PO:0009010
Seed protein 36-31	TO:0000598
Seed protein 36-32	PO:0009010
Seed protein 36-32	TO:0000598
Seed protein 36-33	PO:0009010
Seed protein 36-33	TO:0000598
Seed protein 36-34	PO:0009010
Seed protein 36-34	TO:0000598
Seed protein 36-35	PO:0009010
Seed protein 36-35	TO:0000598
Seed protein 36-36	PO:0009010
Seed protein 36-36	TO:0000598
Seed protein 36-37	PO:0009010
Seed protein 36-37	TO:0000598
Seed protein 36-38	PO:0009010
Seed protein 36-38	TO:0000598
Seed protein 36-39	PO:0009010
Seed protein 36-39	TO:0000598
Seed protein 36-4	PO:0009010
Seed protein 36-4	TO:0000598
Seed protein 36-40	PO:0009010
Seed protein 36-40	TO:0000598
Seed protein 36-5	PO:0009010
Seed protein 36-5	TO:0000598
Seed protein 36-6	PO:0009010
Seed protein 36-6	TO:0000598
Seed protein 36-7	PO:0009010
Seed protein 36-7	TO:0000598
Seed protein 36-8	PO:0009010
Seed protein 36-8	TO:0000598
Seed protein 36-9	PO:0009010
Seed protein 36-9	TO:0000598
Seed protein 37-1	PO:0009010
Seed protein 37-1	TO:0000598
Seed protein 37-10	PO:0009010
Seed protein 37-10	TO:0000598
Seed protein 37-11	PO:0009010
Seed protein 37-11	TO:0000598
Seed protein 37-2	PO:0009010
Seed protein 37-2	TO:0000598
Seed protein 37-3	PO:0009010
Seed protein 37-3	TO:0000598
Seed protein 37-4	PO:0009010
Seed protein 37-4	TO:0000598
Seed protein 37-5	PO:0009010
Seed protein 37-5	TO:0000598
Seed protein 37-6	PO:0009010
Seed protein 37-6	TO:0000598
Seed protein 37-7	PO:0009010
Seed protein 37-7	TO:0000598
Seed protein 37-8	PO:0009010
Seed protein 37-8	TO:0000598
Seed protein 37-9	PO:0009010
Seed protein 37-9	TO:0000598
Seed protein 39-1	PO:0009010
Seed protein 39-1	TO:0000598
Seed protein 39-2	PO:0009010
Seed protein 39-2	TO:0000598
Seed protein 39-3	PO:0009010
Seed protein 39-3	TO:0000598
Seed protein 39-4	PO:0009010
Seed protein 39-4	TO:0000598
Seed protein 4-1	PO:0009010
Seed protein 4-1	TO:0000598
Seed protein 4-10	PO:0009010
Seed protein 4-10	TO:0000598
Seed protein 4-11	PO:0009010
Seed protein 4-11	TO:0000598
Seed protein 4-12	PO:0009010
Seed protein 4-12	TO:0000598
Seed protein 4-13	PO:0009010
Seed protein 4-13	TO:0000598
Seed protein 4-2	PO:0009010
Seed protein 4-2	TO:0000598
Seed protein 4-3	PO:0009010
Seed protein 4-3	TO:0000598
Seed protein 4-4	PO:0009010
Seed protein 4-4	TO:0000598
Seed protein 4-5	PO:0009010
Seed protein 4-5	TO:0000598
Seed protein 4-6	PO:0009010
Seed protein 4-6	TO:0000598
Seed protein 4-7	PO:0009010
Seed protein 4-7	TO:0000598
Seed protein 4-8	PO:0009010
Seed protein 4-8	TO:0000598
Seed protein 4-9	PO:0009010
Seed protein 4-9	TO:0000598
Seed protein 40-1	PO:0009010
Seed protein 40-1	TO:0000598
Seed protein 40-2	PO:0009010
Seed protein 40-2	TO:0000598
Seed protein 40-3	PO:0009010
Seed protein 40-3	TO:0000598
Seed protein 40-4	PO:0009010
Seed protein 40-4	TO:0000598
Seed protein 40-5	PO:0009010
Seed protein 40-5	TO:0000598
Seed protein 41-1	PO:0009010
Seed protein 41-1	TO:0000598
Seed protein 41-10	PO:0009010
Seed protein 41-10	TO:0000598
Seed protein 41-11	PO:0009010
Seed protein 41-11	TO:0000598
Seed protein 41-2	PO:0009010
Seed protein 41-2	TO:0000598
Seed protein 41-3	PO:0009010
Seed protein 41-3	TO:0000598
Seed protein 41-4	PO:0009010
Seed protein 41-4	TO:0000598
Seed protein 41-5	PO:0009010
Seed protein 41-5	TO:0000598
Seed protein 41-6	PO:0009010
Seed protein 41-6	TO:0000598
Seed protein 41-7	PO:0009010
Seed protein 41-7	TO:0000598
Seed protein 41-8	PO:0009010
Seed protein 41-8	TO:0000598
Seed protein 41-9	PO:0009010
Seed protein 41-9	TO:0000598
Seed protein 42-1	PO:0009010
Seed protein 42-1	TO:0000598
Seed protein 45-1	PO:0009010
Seed protein 45-1	TO:0000604
Seed protein 47-1	PO:0009010
Seed protein 47-1	TO:0000598
Seed protein 47-2	PO:0009010
Seed protein 47-2	TO:0000598
Seed protein 47-3	PO:0009010
Seed protein 47-3	TO:0000598
Seed protein 47-4	PO:0009010
Seed protein 47-4	TO:0000598
Seed protein 47-5	PO:0009010
Seed protein 47-5	TO:0000598
Seed protein 47-6	PO:0009010
Seed protein 47-6	TO:0000598
Seed protein 47-7	PO:0009010
Seed protein 47-7	TO:0000598
Seed protein 47-8	PO:0009010
Seed protein 47-8	TO:0000598
Seed protein 5-1	PO:0009010
Seed protein 5-1	TO:0000598
Seed protein 5-2	PO:0009010
Seed protein 5-2	TO:0000598
Seed protein 5-3	PO:0009010
Seed protein 5-3	TO:0000598
Seed protein 5-4	PO:0009010
Seed protein 5-4	TO:0000598
Seed protein 5-5	PO:0009010
Seed protein 5-5	TO:0000598
Seed protein 5-6	PO:0009010
Seed protein 5-6	TO:0000598
Seed protein 6-1	PO:0009010
Seed protein 6-1	TO:0000598
Seed protein 6-2	PO:0009010
Seed protein 6-2	TO:0000598
Seed protein 7-1	PO:0009010
Seed protein 7-1	TO:0000598
Seed protein 7-2	PO:0009010
Seed protein 7-2	TO:0000598
Seed protein 8-1	PO:0009010
Seed protein 8-1	TO:0000598
Seed protein 9-1	PO:0009010
Seed protein 9-1	TO:0000598
Seed protein 9-2	PO:0009010
Seed protein 9-2	TO:0000598
Seed Ser 1-1	GO:0006564
Seed Ser 1-1	PO:0009010
Seed Ser 1-2	GO:0006564
Seed Ser 1-2	PO:0009010
Seed Ser 1-3	GO:0006564
Seed Ser 1-3	PO:0009010
Seed Ser 1-4	GO:0006564
Seed Ser 1-4	PO:0009010
Seed Ser 1-5	GO:0006564
Seed Ser 1-5	PO:0009010
Seed Ser 1-6	GO:0006564
Seed Ser 1-6	PO:0009010
Seed set 1-1	PO:0009010
Seed set 1-1	TO:0000420
Seed set 1-10	PO:0009010
Seed set 1-10	TO:0000420
Seed set 1-2	PO:0009010
Seed set 1-2	TO:0000420
Seed set 1-3	PO:0009010
Seed set 1-3	TO:0000420
Seed set 1-4	PO:0009010
Seed set 1-4	TO:0000420
Seed set 1-5	PO:0009010
Seed set 1-5	TO:0000420
Seed set 1-6	PO:0009010
Seed set 1-6	TO:0000420
Seed set 1-7	PO:0009010
Seed set 1-7	TO:0000420
Seed set 1-8	PO:0009010
Seed set 1-8	TO:0000420
Seed set 1-9	PO:0009010
Seed set 1-9	TO:0000420
Seed set 2-1	PO:0009010
Seed set 2-1	TO:0000420
Seed set 3-1	PO:0009010
Seed set 3-1	TO:0000420
Seed set 3-2	PO:0009010
Seed set 3-2	TO:0000420
Seed set 3-3	PO:0009010
Seed set 3-3	TO:0000420
Seed set 4-1	PO:0009010
Seed set 4-1	TO:0000420
Seed set 4-2	PO:0009010
Seed set 4-2	TO:0000420
Seed set, 1 per pod 1-1	PO:0009010
Seed set, 1 per pod 1-1	TO:0000420
Seed set, 2 or 3 per pod 1-1	PO:0009010
Seed set, 2 or 3 per pod 1-1	TO:0000420
Seed set, 2 per pod 1-1	PO:0009010
Seed set, 2 per pod 1-1	TO:0000420
Seed set, 3 per pod 1-1	PO:0009010
Seed set, 3 per pod 1-1	TO:0000420
Seed set, 3 per pod 1-2	PO:0009010
Seed set, 3 per pod 1-2	TO:0000420
Seed set, 4 per pod 1-1	PO:0009010
Seed set, 4 per pod 1-1	TO:0000420
Seed set, 4 per pod 1-2	PO:0009010
Seed set, 4 per pod 1-2	TO:0000420
Seed set, 4 per pod 1-3	PO:0009010
Seed set, 4 per pod 1-3	TO:0000420
Seed set, 4 per pod 1-4	PO:0009010
Seed set, 4 per pod 1-4	TO:0000420
Seed set, 4 per pod 1-5	PO:0009010
Seed set, 4 per pod 1-5	TO:0000420
Seed stearic 1-1	PO:0009010
Seed stearic 1-1	TO:0005003
Seed stearic 2-1	PO:0009010
Seed stearic 2-1	TO:0005003
Seed stearic 2-2	PO:0009010
Seed stearic 2-2	TO:0005003
Seed stearic 3-1	PO:0009010
Seed stearic 3-1	TO:0005003
Seed stearic 3-2	PO:0009010
Seed stearic 3-2	TO:0005003
Seed stearic 3-3	PO:0009010
Seed stearic 3-3	TO:0005003
Seed stearic 3-4	PO:0009010
Seed stearic 3-4	TO:0005003
Seed stearic 4-1	PO:0009010
Seed stearic 4-1	TO:0005003
Seed stearic 4-2	PO:0009010
Seed stearic 4-2	TO:0005003
Seed stearic 5-1	PO:0009010
Seed stearic 5-1	TO:0005003
Seed stearic 5-2	PO:0009010
Seed stearic 5-2	TO:0005003
Seed stearic 5-3	PO:0009010
Seed stearic 5-3	TO:0005003
Seed stearic 5-4	PO:0009010
Seed stearic 5-4	TO:0005003
Seed stearic 5-5	PO:0009010
Seed stearic 5-5	TO:0005003
Seed stearic 6-1	PO:0009010
Seed stearic 6-1	TO:0005003
Seed stearic 6-2	PO:0009010
Seed stearic 6-2	TO:0005003
Seed stearic 6-3	PO:0009010
Seed stearic 6-3	TO:0005003
Seed stearic 6-4	PO:0009010
Seed stearic 6-4	TO:0005003
Seed stearic 6-5	PO:0009010
Seed stearic 6-5	TO:0005003
Seed stearic 7-1	PO:0009010
Seed stearic 7-1	TO:0005003
Seed stearic 8-1	PO:0009010
Seed stearic 8-1	TO:0005003
Seed stearic 8-10	PO:0009010
Seed stearic 8-10	TO:0005003
Seed stearic 8-11	PO:0009010
Seed stearic 8-11	TO:0005003
Seed stearic 8-2	PO:0009010
Seed stearic 8-2	TO:0005003
Seed stearic 8-3	PO:0009010
Seed stearic 8-3	TO:0005003
Seed stearic 8-4	PO:0009010
Seed stearic 8-4	TO:0005003
Seed stearic 8-5	PO:0009010
Seed stearic 8-5	TO:0005003
Seed stearic 8-6	PO:0009010
Seed stearic 8-6	TO:0005003
Seed stearic 8-7	PO:0009010
Seed stearic 8-7	TO:0005003
Seed stearic 8-8	PO:0009010
Seed stearic 8-8	TO:0005003
Seed stearic 8-9	PO:0009010
Seed stearic 8-9	TO:0005003
Seed stearic 9-1	PO:0009010
Seed stearic 9-1	TO:0005003
Seed sucrose 1-1	PO:0009010
Seed sucrose 1-1	TO:000328
Seed sucrose 1-10	PO:0009010
Seed sucrose 1-10	TO:000328
Seed sucrose 1-11	PO:0009010
Seed sucrose 1-11	TO:000328
Seed sucrose 1-12	PO:0009010
Seed sucrose 1-12	TO:000328
Seed sucrose 1-13	PO:0009010
Seed sucrose 1-13	TO:000328
Seed sucrose 1-14	PO:0009010
Seed sucrose 1-14	TO:000328
Seed sucrose 1-15	PO:0009010
Seed sucrose 1-15	TO:000328
Seed sucrose 1-16	PO:0009010
Seed sucrose 1-16	TO:000328
Seed sucrose 1-17	PO:0009010
Seed sucrose 1-17	TO:000328
Seed sucrose 1-2	PO:0009010
Seed sucrose 1-2	TO:000328
Seed sucrose 1-3	PO:0009010
Seed sucrose 1-3	TO:000328
Seed sucrose 1-4	PO:0009010
Seed sucrose 1-4	TO:000328
Seed sucrose 1-5	PO:0009010
Seed sucrose 1-5	TO:000328
Seed sucrose 1-6	PO:0009010
Seed sucrose 1-6	TO:000328
Seed sucrose 1-7	PO:0009010
Seed sucrose 1-7	TO:000328
Seed sucrose 1-8	PO:0009010
Seed sucrose 1-8	TO:000328
Seed sucrose 1-9	PO:0009010
Seed sucrose 1-9	TO:000328
Seed sucrose 2-1	PO:0009010
Seed sucrose 2-1	TO:000328
Seed sucrose 2-10	PO:0009010
Seed sucrose 2-10	TO:000328
Seed sucrose 2-11	PO:0009010
Seed sucrose 2-11	TO:000328
Seed sucrose 2-2	PO:0009010
Seed sucrose 2-2	TO:000328
Seed sucrose 2-3	PO:0009010
Seed sucrose 2-3	TO:000328
Seed sucrose 2-4	PO:0009010
Seed sucrose 2-4	TO:000328
Seed sucrose 2-5	PO:0009010
Seed sucrose 2-5	TO:000328
Seed sucrose 2-6	PO:0009010
Seed sucrose 2-6	TO:000328
Seed sucrose 2-7	PO:0009010
Seed sucrose 2-7	TO:000328
Seed sucrose 2-8	PO:0009010
Seed sucrose 2-8	TO:000328
Seed sucrose 2-9	PO:0009010
Seed sucrose 2-9	TO:000328
Seed sucrose 3-1	PO:0009010
Seed sucrose 3-1	TO:000328
Seed sucrose 3-2	PO:0009010
Seed sucrose 3-2	TO:000328
Seed sucrose 3-3	PO:0009010
Seed sucrose 3-3	TO:000328
Seed sucrose 3-4	PO:0009010
Seed sucrose 3-4	TO:000328
Seed sucrose 3-5	PO:0009010
Seed sucrose 3-5	TO:000328
Seed sucrose 3-6	PO:0009010
Seed sucrose 3-6	TO:000328
Seed sucrose 4-1	PO:0009010
Seed sucrose 4-1	TO:000328
Seed sucrose 4-2	PO:0009010
Seed sucrose 4-2	TO:000328
Seed sucrose 4-3	PO:0009010
Seed sucrose 4-3	TO:000328
Seed thickness 1-1	PO:0009010
Seed thickness 1-1	TO:0000184
Seed thickness 1-2	PO:0009010
Seed thickness 1-2	TO:0000184
Seed thickness 1-3	PO:0009010
Seed thickness 1-3	TO:0000184
Seed thickness 1-4	PO:0009010
Seed thickness 1-4	TO:0000184
Seed thickness 1-5	PO:0009010
Seed thickness 1-5	TO:0000184
Seed thickness 1-6	PO:0009010
Seed thickness 1-6	TO:0000184
Seed thickness 1-7	PO:0009010
Seed thickness 1-7	TO:0000184
Seed thickness 1-8	PO:0009010
Seed thickness 1-8	TO:0000184
Seed Thr 1-1	GO:0009088
Seed Thr 1-1	PO:0009010
Seed Thr 1-2	GO:0009088
Seed Thr 1-2	PO:0009010
Seed Thr 1-3	GO:0009088
Seed Thr 1-3	PO:0009010
Seed Thr 1-4	GO:0009088
Seed Thr 1-4	PO:0009010
Seed Thr 1-5	GO:0009088
Seed Thr 1-5	PO:0009010
Seed Thr 3-1	GO:0009088
Seed Thr 3-1	PO:0009010
Seed Thr 3-2	GO:0009088
Seed Thr 3-2	PO:0009010
Seed Thr 3-3	GO:0009088
Seed Thr 3-3	PO:0009010
Seed Thr 3-4	GO:0009088
Seed Thr 3-4	PO:0009010
Seed tocopherol, alpha 1-1	PO:0009010
Seed tocopherol, alpha 1-1	TO:000281
Seed tocopherol, alpha 1-2	PO:0009010
Seed tocopherol, alpha 1-2	TO:000281
Seed tocopherol, alpha 1-3	PO:0009010
Seed tocopherol, alpha 1-3	TO:000281
Seed tocopherol, alpha 1-4	PO:0009010
Seed tocopherol, alpha 1-4	TO:000281
Seed tocopherol, alpha 2-1	PO:0009010
Seed tocopherol, alpha 2-1	TO:000281
Seed tocopherol, alpha 2-2	PO:0009010
Seed tocopherol, alpha 2-2	TO:000281
Seed tocopherol, alpha 2-3	PO:0009010
Seed tocopherol, alpha 2-3	TO:000281
Seed tocopherol, alpha 2-4	PO:0009010
Seed tocopherol, alpha 2-4	TO:000281
Seed tocopherol, alpha 3-1	PO:0009010
Seed tocopherol, alpha 3-1	TO:000281
Seed tocopherol, alpha 3-2	PO:0009010
Seed tocopherol, alpha 3-2	TO:000281
Seed tocopherol, alpha 3-3	PO:0009010
Seed tocopherol, alpha 3-3	TO:000281
Seed tocopherol, alpha 3-4	PO:0009010
Seed tocopherol, alpha 3-4	TO:000281
Seed tocopherol, alpha 3-5	PO:0009010
Seed tocopherol, alpha 3-5	TO:000281
Seed tocopherol, alpha 3-6	PO:0009010
Seed tocopherol, alpha 3-6	TO:000281
Seed tocopherol, delta 1-1	PO:0009010
Seed tocopherol, delta 1-1	TO:0000281
Seed tocopherol, delta 1-2	PO:0009010
Seed tocopherol, delta 1-2	TO:0000281
Seed tocopherol, delta 1-3	PO:0009010
Seed tocopherol, delta 1-3	TO:0000281
Seed tocopherol, delta 1-4	PO:0009010
Seed tocopherol, delta 1-4	TO:0000281
Seed tocopherol, delta 2-1	PO:0009010
Seed tocopherol, delta 2-1	TO:0000281
Seed tocopherol, delta 2-2	PO:0009010
Seed tocopherol, delta 2-2	TO:0000281
Seed tocopherol, delta 2-3	PO:0009010
Seed tocopherol, delta 2-3	TO:0000281
Seed tocopherol, delta 3-1	PO:0009010
Seed tocopherol, delta 3-1	TO:0000281
Seed tocopherol, delta 3-2	PO:0009010
Seed tocopherol, delta 3-2	TO:0000281
Seed tocopherol, delta 3-3	PO:0009010
Seed tocopherol, delta 3-3	TO:0000281
Seed tocopherol, delta 3-4	PO:0009010
Seed tocopherol, delta 3-4	TO:0000281
Seed tocopherol, delta 3-5	PO:0009010
Seed tocopherol, delta 3-5	TO:0000281
Seed tocopherol, delta 3-6	PO:0009010
Seed tocopherol, delta 3-6	TO:0000281
Seed tocopherol, gamma 1-1	PO:0009010
Seed tocopherol, gamma 1-1	TO:0000281
Seed tocopherol, gamma 1-2	PO:0009010
Seed tocopherol, gamma 1-2	TO:0000281
Seed tocopherol, gamma 1-3	PO:0009010
Seed tocopherol, gamma 1-3	TO:0000281
Seed tocopherol, gamma 1-4	PO:0009010
Seed tocopherol, gamma 1-4	TO:0000281
Seed tocopherol, gamma 1-5	PO:0009010
Seed tocopherol, gamma 1-5	TO:0000281
Seed tocopherol, gamma 1-6	PO:0009010
Seed tocopherol, gamma 1-6	TO:0000281
Seed tocopherol, gamma 1-7	PO:0009010
Seed tocopherol, gamma 1-7	TO:0000281
Seed tocopherol, gamma 1-8	PO:0009010
Seed tocopherol, gamma 1-8	TO:0000281
Seed tocopherol, gamma 2-1	PO:0009010
Seed tocopherol, gamma 2-1	TO:0000281
Seed tocopherol, gamma 2-2	PO:0009010
Seed tocopherol, gamma 2-2	TO:0000281
Seed tocopherol, gamma 2-3	PO:0009010
Seed tocopherol, gamma 2-3	TO:0000281
Seed tocopherol, gamma 2-4	PO:0009010
Seed tocopherol, gamma 2-4	TO:0000281
Seed tocopherol, gamma 2-5	PO:0009010
Seed tocopherol, gamma 2-5	TO:0000281
